V_BZNO|CONM|ETB_DT|COPR_OPNP_C|BZSCAL_C|EMPCN|STD_INDS_CFC|
1000018890|테스트18890|19770801|10|2|8162|31322|
1000018891|테스트18891|19800410|40|4|32|37011|
1000018892|테스트18892|19920310|40|4|214|74100|
1000018893|테스트18893|19620920|10|2|6210|29119|
1000018894|테스트18894|19700709|30|4|230|25921|
1000018895|테스트18895|19700505|30|2|155|25922|
1000018896|테스트18896|19830805|30|4|26|41110|
1000018897|테스트18897|19860101|30|4|51|24222|
1000018898|테스트18898|19860310|30||116|30399|
1000018899|테스트18899|19871109|21|6|311|26299|
1000018900|테스트18900|19880520|30|4|7|68111|
1000018901|테스트18901|19880401|30|4|223|24321|
1000018902|테스트18902|19901115|21||110|24199|
1000018903|테스트18903|19910401|40|4|18|26519|
1000018904|테스트18904|19910501|30|4|194|75122|
1000018905|테스트18905|19910831|40|4|9|20129|
1000018906|테스트18906|19911112|30|4|81|16232|
1000018907|테스트18907|19920101|40|4|33|72111|
1000018908|테스트18908|19920514|30||3017|68211|
1000018909|테스트18909|19920901|40|4|36|42491|
1000018910|테스트18910|19920626|30|4|75|41220|
1000018911|테스트18911|19930210|30||25|46791|
1000018912|테스트18912|19930325|30|4|42|46721|
1000018913|테스트18913|19930618|30|9|175|52991|
1000018914|테스트18914|19930901|40|4|29|42311|
1000018915|테스트18915|19940115|30|4|57|29293|
1000018916|테스트18916|19940221|10||169|30399|
1000018917|테스트18917|19940425|40|4|21|23322|
1000018918|테스트18918|19940422|40|5|9|47991|
1000018919|테스트18919|19940506|30|4|25|46109|
1000018920|테스트18920|19940708|91|4|37|46599|
1000018921|테스트18921|19940910|30|4|38|22192|
1000018922|테스트18922|19941015|40|4|31|41229|
1000018923|테스트18923|19941220|30|2|174|41121|
1000018924|테스트18924|19950502|21|4|303|24122|
1000018925|테스트18925|19950820|30|4|69|41220|
1000018926|테스트18926|19951101|40|4|41|25113|
1000018927|테스트18927|19950920|30|4|105|29299|
1000018928|테스트18928|19951020|40|4|38|29223|
1000018929|테스트18929|19960701|40|4|30|58121|
1000018930|테스트18930|19960710|30||31|46721|
1000018931|테스트18931|19960919|40|4|4|46721|
1000018932|테스트18932|19961009|30|4|136|31910|
1000018933|테스트18933|19961108|40|4|25|42312|
1000018934|테스트18934|19961220|30|4|811|74211|
1000018935|테스트18935|19970121|40|4|14|38110|
1000018936|테스트18936|19970125|30|4|34|10900|
1000018937|테스트18937|19970214|30|2|1196|24112|
1000018938|테스트18938|19970304|40|5|17|42312|
1000018939|테스트18939|19970305|40|4|70|29162|
1000018940|테스트18940|19970215|30|4|297|28519|
1000018941|테스트18941|19980112|30|4|21|42311|
1000018942|테스트18942|19980801|40|4|18|42192|
1000018943|테스트18943|19981019|40|4|7|29223|
1000018944|테스트18944|19981015|40|4|12|34019|
1000018945|테스트18945|19990119|40|4|9|46441|
1000018946|테스트18946|19990624|40|4|0|76110|
1000018947|테스트18947|19990219|21||182|29293|
1000018948|테스트18948|19990408|40|4|4|41112|
1000018949|테스트18949|19990701|30|4|192|29241|
1000018950|테스트18950|19990715|30|4|480|74100|
1000018951|테스트18951|19990701|30|4|38|29150|
1000018952|테스트18952|19990901|40|4|10|74211|
1000018953|테스트18953|19990701|10|2|4473|31910|
1000018954|테스트18954|19990819|30|4|45|10129|
1000018955|테스트18955|19990825|40|4|15|41220|
1000018956|테스트18956|19990921|40|4|13|42311|
1000018957|테스트18957|19991201|40|4|14|22299|
1000018958|테스트18958|20000101|10|2|874|29111|
1000018959|테스트18959|20000114|40|4|5|46599|
1000018960|테스트18960|20000118|40|4|17|29299|
1000018961|테스트18961|20000322|40|4|12|46592|
1000018962|테스트18962|20000323|30|4|69|31322|
1000018963|테스트18963|20000407|40|4|9|26129|
1000018964|테스트18964|20000610|40|4|4|46595|
1000018965|테스트18965|20000630|40|4|1|46800|
1000018966|테스트18966|20000722|30|4|111|31322|
1000018967|테스트18967|20000701|30|4|38|29132|
1000018968|테스트18968|19970817|21||1351|45110|
1000018969|테스트18969|20000701|30|4|48|16101|
1000018970|테스트18970|20000901|40|4|7|38210|
1000018971|테스트18971|20001020|30|4|42|29111|
1000018972|테스트18972|20001201|30|4|195|72122|
1000018973|테스트18973|20001201|30|4|190|22240|
1000018974|테스트18974|20001220|40|4|16|41121|
1000018975|테스트18975|20001215|40|5|14|10800|
1000018976|테스트18976|20001201|40|4|17|29223|
1000018977|테스트18977|20010103|40|4|7|42134|
1000018978|테스트18978|20010301|40|4|35|49232|
1000018979|테스트18979|20010201|40|4|8|32099|
1000018980|테스트18980|20010206|30|4|81|41220|
1000018981|테스트18981|20010701|30|4|3|68122|
1000018982|테스트18982|20010305|30|4|64|29141|
1000018983|테스트18983|20010308|40|4|1|68129|
1000018984|테스트18984|20010320|40|5|0|18119|
1000018985|테스트18985|20010522|30|4|77|30399|
1000018986|테스트18986|20010827|30|4|24|29111|
1000018987|테스트18987|20010831|30||92|29299|
1000018988|테스트18988|20011001|30|4|33|46311|
1000018989|테스트18989|20011101|21||151|24222|
1000018990|테스트18990|20011122|40|4|39|29223|
1000018991|테스트18991|20011215|30|4|20|46721|
1000018992|테스트18992|20011220|30|4|73|24199|
1000018993|테스트18993|20011228|40|8|6|29199|
1000018994|테스트18994|20020119|30|4|115|30331|
1000018995|테스트18995|20020103|30|4|91|25122|
1000018996|테스트18996|20020101|30|4|265|25922|
1000018997|테스트18997|20020307|30|4|96|46595|
1000018998|테스트18998|20020408|30||280|30310|
1000018999|테스트18999|20040401|40|4|31|25923|
1000019000|테스트19000|20020313|40|4|5|42500|
1000019001|테스트19001|20020418|40|4|11|42202|
1000019002|테스트19002|20020418|30|4|15|42312|
1000019003|테스트19003|20020601|30|4|40|41220|
1000019004|테스트19004|20020619|40|5|14|29176|
1000019005|테스트19005|20020815|40|4|8|38120|
1000019006|테스트19006|20020822|30|4|89|25113|
1000019007|테스트19007|20021101|30|4|19|30331|
1000019008|테스트19008|20021001|40|4|0|42121|
1000019009|테스트19009|20030410|40|4|26|23322|
1000019010|테스트19010|20021012|30|4|92|29229|
1000019011|테스트19011|20021017|40|4|4|42411|
1000019012|테스트19012|20021001|30|4|25|28511|
1000019013|테스트19013|20030101|30|4|11|46721|
1000019014|테스트19014|20030115|40|4|12|46510|
1000019015|테스트19015|20030221|40|4|18|28121|
1000019016|테스트19016|20030225|91|4|54|26129|
1000019017|테스트19017|20030414|30|4|159|31322|
1000019018|테스트19018|20030417|40|4|81|58222|
1000019019|테스트19019|20030705|40|4|2|52915|
1000019020|테스트19020|20030610|40|4|5|29142|
1000019021|테스트19021|20030801|40|4|11|42194|
1000019022|테스트19022|20030701|30|4|42|29131|
1000019023|테스트19023|20030726|92|4|3|27302|
1000019024|테스트19024|20030729|40|4|1|25111|
1000019025|테스트19025|20030810|40|4|6|29111|
1000019026|테스트19026|20030915|40|4|28|33303|
1000019027|테스트19027|20030917|40|4|2|68122|
1000019028|테스트19028|20031007|40|4|4|42322|
1000019029|테스트19029|20031013|40|4|34|30399|
1000019030|테스트19030|20031030|40|8|10|41121|
1000019031|테스트19031|20040102|30|4|21|29223|
1000019032|테스트19032|20031223|92|4|5|29194|
1000019033|테스트19033|20040102|30|4|10|27199|
1000019034|테스트19034|20040110|40|4|17|46800|
1000019035|테스트19035|20040127|40|4|14|25929|
1000019036|테스트19036|20040209|40|5|10|42204|
1000019037|테스트19037|20040301|30|4|43|29241|
1000019038|테스트19038|20040401|10||908|29111|
1000019039|테스트19039|20041001|30|4|271|26429|
1000019040|테스트19040|20040616|21|4|114|30399|
1000019041|테스트19041|20040705|40|4|14|26129|
1000019042|테스트19042|20040901|40|4|14|72129|
1000019043|테스트19043|20040826|30|4|209|26299|
1000019044|테스트19044|20041001|30|4|4|46332|
1000019045|테스트19045|20040915|30|2|52|30310|
1000019046|테스트19046|20041023|30|4|73|29133|
1000019047|테스트19047|20050125|40|4|13|42412|
1000019048|테스트19048|20050406|30|4|12|24199|
1000019049|테스트19049|20050501|30|4|38|29119|
1000019050|테스트19050|20050525|30|4|134|31322|
1000019051|테스트19051|20050512|40|4|10|42201|
1000019052|테스트19052|20050601|30|4|7|27219|
1000019053|테스트19053|20050625|40|4|6|42412|
1000019054|테스트19054|20050627|30|4|18|96991|
1000019055|테스트19055|20050714|30|4|18|91191|
1000019056|테스트19056|20050820|40|4|50|10899|
1000019057|테스트19057|20050701|92|4|22|46622|
1000019058|테스트19058|20051001|40|4|0|29223|
1000019059|테스트19059|20051028|40|4|4|42191|
1000019060|테스트19060|20051031|40|4|7|46532|
1000019061|테스트19061|20051209|40|4|48|72111|
1000019062|테스트19062|20060101|30|4|111|26299|
1000019063|테스트19063|20060101|40|4|6|46442|
1000019064|테스트19064|20060101|91||4|46721|
1000019065|테스트19065|20060206|40|4|3|42420|
1000019066|테스트19066|20060314|30|4|79|29223|
1000019067|테스트19067|20060405|40|4|22|42311|
1000019068|테스트19068|20060329|40|4|13|71600|
1000019069|테스트19069|20060418|40|4|15|42311|
1000019070|테스트19070|20060614|30|4|82|31202|
1000019071|테스트19071|20060725|40|4|12|75210|
1000019072|테스트19072|20061224|40|4|11|23994|
1000019073|테스트19073|20061201|40|4|6|91136|
1000019074|테스트19074|20061124|30|4|63|41225|
1000019075|테스트19075|20061208|40|4|13|73902|
1000019076|테스트19076|20070110|40|4|0|46721|
1000019077|테스트19077|20070401|40|4|30|29210|
1000019078|테스트19078|20130523|30|4|3|68112|
1000019079|테스트19079|20070413|40|4|6|42121|
1000019080|테스트19080|20070412|40|4|0|52915|
1000019081|테스트19081|20070627|30|4|25|29169|
1000019082|테스트19082|20070709|40|4|1|33910|
1000019083|테스트19083|20070816|30||113|25921|
1000019084|테스트19084|20070928|21|4|262|28111|
1000019085|테스트19085|20080101|30|4|58|29162|
1000019086|테스트19086|20071009|30|4|20|91136|
1000019087|테스트19087|20071018|40|4|4|76110|
1000019088|테스트19088|20071203|40|4|16|28111|
1000019089|테스트19089|20080130|30|4|145|29271|
1000019090|테스트19090|20080219|91|4|16|46441|
1000019091|테스트19091|20080324|30|4|403|75122|
1000019092|테스트19092|20080426|40|4|26|16232|
1000019093|테스트19093|20080520|40|4|5|42420|
1000019094|테스트19094|20080716|40|4|7|46800|
1000019095|테스트19095|20080810|40|4|15|24199|
1000019096|테스트19096|20080724|40|8|5|29294|
1000019097|테스트19097|20080908|21|6|51|46721|
1000019098|테스트19098|20081013|40|4|29|29241|
1000019099|테스트19099|20081022|40|4|13|69110|
1000019100|테스트19100|20090102|40|4|10|76110|
1000019101|테스트19101|20081120|40|4|6|55101|
1000019102|테스트19102|20081223|30|4|29|24199|
1000019103|테스트19103|20090105|40|4|15|46323|
1000019104|테스트19104|20090121|40|4|7|46323|
1000019105|테스트19105|20090217|40|4|24|31114|
1000019106|테스트19106|20090226|40|5|0|96121|
1000019107|테스트19107|20090415|40|4|47|28123|
1000019108|테스트19108|20090622|40|4|10|45220|
1000019109|테스트19109|20090701|40|4|11|29141|
1000019110|테스트19110|20090621|40|4|20|46313|
1000019111|테스트19111|20090730|30|4|97|27309|
1000019112|테스트19112|20090820|40|4|7|42420|
1000019113|테스트19113|20090922|40|4|4|26224|
1000019114|테스트19114|20091116|30|4|205|28302|
1000019115|테스트19115|20100101|40|4|3|46599|
1000019116|테스트19116|20100121|40|4|46|49232|
1000019117|테스트19117|20100113|40|4|8|28123|
1000019118|테스트19118|20100601|40|4|7|70121|
1000019119|테스트19119|20100701|30|4|19|22212|
1000019120|테스트19120|20100613|40|4|9|42412|
1000019121|테스트19121|20100713|40|5|22|29132|
1000019122|테스트19122|20100720|40|5|0|28121|
1000019123|테스트19123|20100825|30|4|41|28422|
1000019124|테스트19124|20100805|30|4|82|41220|
1000019125|테스트19125|20100806|40|4|15|29120|
1000019126|테스트19126|20100901|92|4|4|10902|
1000019127|테스트19127|20100701|30|4|64|29120|
1000019128|테스트19128|20101001|40|4|5|29299|
1000019129|테스트19129|20101021|40|4|7|46799|
1000019130|테스트19130|20101201|40|4|9|47711|
1000019131|테스트19131|20101124|40|4|7|20122|
1000019132|테스트19132|20101210|40|4|4|42600|
1000019133|테스트19133|20110211|40|4|16|29210|
1000019134|테스트19134|20110302|40|4|26|29229|
1000019135|테스트19135|20110303|40|4|12|10211|
1000019136|테스트19136|20110420|40|4|18|46713|
1000019137|테스트19137|20110411|30||55|91191|
1000019138|테스트19138|20110526|40|4|1|68112|
1000019139|테스트19139|20110701|30|4|144|25924|
1000019140|테스트19140|20110712|40|4|6|46311|
1000019141|테스트19141|20110719|40|4|0|29193|
1000019142|테스트19142|20110808|40|4|4|46791|
1000019143|테스트19143|20110830|40|4|7|30399|
1000019144|테스트19144|20110909|30|4|26|29299|
1000019145|테스트19145|20111018|40|4|21|31322|
1000019146|테스트19146|20111101|40|4|4|30399|
1000019147|테스트19147|20110901|40|4|12|23992|
1000019148|테스트19148|20111101|92|4|18|26422|
1000019149|테스트19149|20111103|40|8|6|29169|
1000019150|테스트19150|20120131|40|4|35|30399|
1000019151|테스트19151|20111202|30|4|51|28519|
1000019152|테스트19152|20111206|40|4|9|24219|
1000019153|테스트19153|20111001|30|4|111|30310|
1000019154|테스트19154|20120101|40|4|14|42201|
1000019155|테스트19155|20111220|30|4|26|52109|
1000019156|테스트19156|20111205|40|4|0|10121|
1000019157|테스트19157|20120105|40|4|0|46800|
1000019158|테스트19158|20120116|40|4|2|46721|
1000019159|테스트19159|20120122|30|4|17|22223|
1000019160|테스트19160|20120130|40|4|9|46521|
1000019161|테스트19161|20120201|40|4|17|30399|
1000019162|테스트19162|20120101|40|4|10|24191|
1000019163|테스트19163|20120301|40|4|15|29199|
1000019164|테스트19164|20120305|40|4|24|29280|
1000019165|테스트19165|20120401|40|4|11|46315|
1000019166|테스트19166|20120401|40|4|21|29142|
1000019167|테스트19167|20120409|40|4|11|42420|
1000019168|테스트19168|20120501|40|4|18|10211|
1000019169|테스트19169|20120412|40|8|0|55112|
1000019170|테스트19170|20120401|30|4|230|75122|
1000019171|테스트19171|20120425|30|4|30|25932|
1000019172|테스트19172|20120501|40|4|14|30399|
1000019173|테스트19173|20120522|30|4|12|68112|
1000019174|테스트19174|20120525|40|4|50|31114|
1000019175|테스트19175|20120620|40|4|27|25929|
1000019176|테스트19176|20120625|40|4|23|71310|
1000019177|테스트19177|20120702|40|4|20|29133|
1000019178|테스트19178|20120701|40|4|4|46800|
1000019179|테스트19179|20120701|40|4|5|18119|
1000019180|테스트19180|20120731|40|4|8|25929|
1000019181|테스트19181|20120731|40|4|0|68112|
1000019182|테스트19182|20120801|40|4|3|10122|
1000019183|테스트19183|20120801|40|4|43|72129|
1000019184|테스트19184|20120821|40|4|43|1110|
1000019185|테스트19185|20120820|92|4|12|58222|
1000019186|테스트19186|20120901|40|4|1|10891|
1000019187|테스트19187|20121018|40|4|7|47511|
1000019188|테스트19188|20121031|40|4|3|10213|
1000019189|테스트19189|20121001|40|4|14|68112|
1000019190|테스트19190|20121119|40|4|2|56221|
1000019191|테스트19191|20121121|40|4|0|29223|
1000019192|테스트19192|20121201|40|4|41|71531|
1000019193|테스트19193|20130102|40|4|19|10301|
1000019194|테스트19194|20130107|40|4|8|46595|
1000019195|테스트19195|20130121|30|4|12|24199|
1000019196|테스트19196|20151111|40|4|0|68112|
1000019197|테스트19197|20130305|40|4|54|26529|
1000019198|테스트19198|20130401|40|4|31|23111|
1000019199|테스트19199|20130405|40|8|0|27216|
1000019200|테스트19200|20130514|40|4|9|46599|
1000019201|테스트19201|20130515|40|4|2|38312|
1000019202|테스트19202|20130523|30|4|63|30399|
1000019203|테스트19203|20130603|40|4|22|28422|
1000019204|테스트19204|20130704|40|4|3|68122|
1000019205|테스트19205|20130708|40|4|8|46800|
1000019206|테스트19206|20130718|40|4|15|10892|
1000019207|테스트19207|20130729|40|4|80|25991|
1000019208|테스트19208|20131004|30|4|25|23322|
1000019209|테스트19209|20131002|40|4|14|21100|
1000019210|테스트19210|20131209|40|4|21|72919|
1000019211|테스트19211|20131107|40|4|9|28422|
1000019212|테스트19212|20131120|92|4|3|10111|
1000019213|테스트19213|20140101|30|4|7|46592|
1000019214|테스트19214|20140115|40|4|1|46521|
1000019215|테스트19215|20140114|40|4|4|24199|
1000019216|테스트19216|20140203|30|4|11|25112|
1000019217|테스트19217|20140122|40|4|7|27211|
1000019218|테스트19218|20140122|40|5|0|69110|
1000019219|테스트19219|20140123|40|4|3|68121|
1000019220|테스트19220|20131201|40|4|5|46599|
1000019221|테스트19221|20140205|40|4|0|52942|
1000019222|테스트19222|20140220|30|4|38|29299|
1000019223|테스트19223|20140310|40|5|0|96121|
1000019224|테스트19224|20140414|40|4|9|68121|
1000019225|테스트19225|20140416|40|4|15|10212|
1000019226|테스트19226|20140501|40|4|12|41129|
1000019227|테스트19227|20140429|40|5|0|46312|
1000019228|테스트19228|20140610|40|4|14|46311|
1000019229|테스트19229|20140701|40|4|15|46325|
1000019230|테스트19230|20140810|30|4|9|68121|
1000019231|테스트19231|20140725|40|5|0|46109|
1000019232|테스트19232|20140729|40|4|0|10129|
1000019233|테스트19233|20140810|40|4|2|46800|
1000019234|테스트19234|20140716|40|4|0|24199|
1000019235|테스트19235|20140903|40|4|4|42411|
1000019236|테스트19236|20140929|40|4|5|58222|
1000019237|테스트19237|20141010|40|4|4|42204|
1000019238|테스트19238|20141014|40|4|4|72112|
1000019239|테스트19239|20141114|40|4|0|68122|
1000019240|테스트19240|20150101|40|4|23|25113|
1000019241|테스트19241|20141212|92|4|32|24229|
1000019242|테스트19242|20150126|40|4|12|68121|
1000019243|테스트19243|20150210|40|4|5|26299|
1000019244|테스트19244|20150401|40|4|0|20312|
1000019245|테스트19245|20150101|30|4|34|24199|
1000019246|테스트19246|20150316|40|4|7|46313|
1000019247|테스트19247|20150319|40|4|25|46612|
1000019248|테스트19248|20150501|30|4|57|55101|
1000019249|테스트19249|20150101|30|4|92|29299|
1000019250|테스트19250|20160901|40||7|52101|
1000019251|테스트19251|20150602|26|4|26|29299|
1000019252|테스트19252|20150701|40|4|0|29223|
1000019253|테스트19253|20150701|40|4|3|29299|
1000019254|테스트19254|20150701|40|4|0|46721|
1000019255|테스트19255|20150716|40|4|3|68122|
1000019256|테스트19256|20151127|40|4|0|46595|
1000019257|테스트19257|20150801|40|4|15|46800|
1000019258|테스트19258|20150901|30|4|39|56221|
1000019259|테스트19259|20151005|40|4|5|46441|
1000019260|테스트19260|20150903|40|5|24|28121|
1000019261|테스트19261|20150911|40|4|3|41110|
1000019262|테스트19262|20150910|40|4|13|46313|
1000019263|테스트19263|20151001|40|4|18|28429|
1000019264|테스트19264|20151001|40|4|15|42202|
1000019265|테스트19265|20150914|40|4|14|30399|
1000019266|테스트19266|20150916|40|4|0|10511|
1000019267|테스트19267|20150921|40|4|22|73201|
1000019268|테스트19268|20150921|30|4|55|29229|
1000019269|테스트19269|20151112|92|4|9|46441|
1000019270|테스트19270|20151008|40|4|10|29229|
1000019271|테스트19271|20151020|30|4|1|68112|
1000019272|테스트19272|20151101|40|4|8|38120|
1000019273|테스트19273|20151029|40|4|6|47911|
1000019274|테스트19274|20151123|40|4|21|20413|
1000019275|테스트19275|20151220|30|4|133|26299|
1000019276|테스트19276|20160108|40|4|9|29120|
1000019277|테스트19277|20160201|40|4|10|30391|
1000019278|테스트19278|20160229|40|4|4|46313|
1000019279|테스트19279|20160401|40|4|10|42499|
1000019280|테스트19280|20160311|30||1508|29221|
1000019281|테스트19281|20160316|40|4|9|41111|
1000019282|테스트19282|20160329|40|5|0|68221|
1000019283|테스트19283|20160418|40|4|12|49301|
1000019284|테스트19284|20160405|40|4|0|46313|
1000019285|테스트19285|20160408|40|4|4|75999|
1000019286|테스트19286|20160411|40|4|10|30399|
1000019287|테스트19287|20160506|40|4|7|28423|
1000019288|테스트19288|20160428|40|4|5|10902|
1000019289|테스트19289|20160501|30|4|47|26299|
1000019290|테스트19290|20160513|40|4|0|46721|
1000019291|테스트19291|20160503|40|4|8|42202|
1000019292|테스트19292|20160603|92|4|12|47212|
1000019293|테스트19293|20160602|30|2|309|29299|
1000019294|테스트19294|20160601|40|4|0|46800|
1000019295|테스트19295|20160614|30|4|108|46201|
1000019296|테스트19296|20160701|40|4|0|30399|
1000019297|테스트19297|20160617|40|4|21|75919|
1000019298|테스트19298|20160719|40|4|10|26129|
1000019299|테스트19299|20160720|30|4|5|68112|
1000019300|테스트19300|20160801|40|4|9|25111|
1000019301|테스트19301|20160803|30|4|1|68122|
1000019302|테스트19302|20100901|40|4|0|1299|
1000019303|테스트19303|19800912|40|5|0|38110|
1000019304|테스트19304|19980225|40|4|22|58222|
1000019305|테스트19305|20020401|40|4|0|68112|
1000019306|테스트19306|20110502|40|4|0|68112|
1000019307|테스트19307|20131126|30|4|105|56113|
1000019308|테스트19308|20150401|40|4|57|71201|
1000019309|테스트19309|20140124|40|4|4|46101|
1000019310|테스트19310|19961120|40|4|12|10511|
1000019311|테스트19311|20020901|40|4|28|71202|
1000019312|테스트19312|20080306|80|9|0|10511|
1000019313|테스트19313|20110101|40|4|7|46311|
1000019314|테스트19314|20160115|40|4|0|1140|
1000019315|테스트19315|19800301|40|4|24|37011|
1000019316|테스트19316|19891215|40|4|60|30203|
1000019317|테스트19317|19890412|30|4|108|10211|
1000019318|테스트19318|19901201|30|4|2|23322|
1000019319|테스트19319|19931101|40|4|27|38210|
1000019320|테스트19320|19940503|40|4|19|49232|
1000019321|테스트19321|19940322|91|2|99|24122|
1000019322|테스트19322|19940715|30|4|120|31202|
1000019323|테스트19323|19950226|92|4|22|17212|
1000019324|테스트19324|19950601|40|4|1|49301|
1000019325|테스트19325|19951014|30|4|32|23322|
1000019326|테스트19326|19960531|40|5|10|42500|
1000019327|테스트19327|19960906|30|4|24|46611|
1000019328|테스트19328|19970315|30|4|51|28909|
1000019329|테스트19329|19970129|21|4|171|25113|
1000019330|테스트19330|19970601|30|4|294|28123|
1000019331|테스트19331|19970721|40|4|7|29229|
1000019332|테스트19332|19980310|30|2|151|25934|
1000019333|테스트19333|19980612|21|6|558|29176|
1000019334|테스트19334|19990308|30|4|16|29150|
1000019335|테스트19335|19990301|40|4|7|25923|
1000019336|테스트19336|20001023|40|4|8|29111|
1000019337|테스트19337|20001101|30|4|60|29299|
1000019338|테스트19338|20010404|40|5|20|29229|
1000019339|테스트19339|20040310|30|4|31|68112|
1000019340|테스트19340|20020129|40|5|17|23991|
1000019341|테스트19341|20020304|40|4|9|46441|
1000019342|테스트19342|20021204|40|8|7|23911|
1000019343|테스트19343|20030211|30|4|69|22299|
1000019344|테스트19344|20030219|40|4|14|29142|
1000019345|테스트19345|20030630|40|4|8|23911|
1000019346|테스트19346|20030527|40|4|6|42191|
1000019347|테스트19347|20031115|30|4|12|23322|
1000019348|테스트19348|20040920|30|4|13|29299|
1000019349|테스트19349|20041224|30|4|84|25200|
1000019350|테스트19350|20050421|40|4|5|25113|
1000019351|테스트19351|20050501|30|4|38|29280|
1000019352|테스트19352|20050520|40|5|0|29169|
1000019353|테스트19353|20050910|30|4|39|26299|
1000019354|테스트19354|20051216|40|4|21|95211|
1000019355|테스트19355|20051212|40|4|25|30399|
1000019356|테스트19356|20060101|40|4|18|20122|
1000019357|테스트19357|20060327|40|4|6|29161|
1000019358|테스트19358|20060612|30|4|41|72121|
1000019359|테스트19359|20061020|40|4|12|25944|
1000019360|테스트19360|20061222|40|5|14|23991|
1000019361|테스트19361|20070108|30|4|18|41220|
1000019362|테스트19362|20070426|30|4|20|24112|
1000019363|테스트19363|20070601|40|4|24|29293|
1000019364|테스트19364|20071228|40|4|106|49212|
1000019365|테스트19365|20070614|30|4|75|24199|
1000019366|테스트19366|20080128|40|4|8|25991|
1000019367|테스트19367|20080827|40|5|0|75211|
1000019368|테스트19368|20080920|40|4|3|25113|
1000019369|테스트19369|20081229|40|4|7|25113|
1000019370|테스트19370|20090210|91|4|33|28111|
1000019371|테스트19371|20090401|30|4|1|38110|
1000019372|테스트19372|20090304|40|5|5|10301|
1000019373|테스트19373|20090617|40|8|0|46612|
1000019374|테스트19374|20091201|30|4|17|25999|
1000019375|테스트19375|20090801|40|4|59|30399|
1000019376|테스트19376|20091005|40|4|6|25912|
1000019377|테스트19377|20100101|30|4|52|25912|
1000019378|테스트19378|20100104|40|4|63|16232|
1000019379|테스트19379|20100226|40|4|2|25112|
1000019380|테스트19380|20100208|40|4|1|23122|
1000019381|테스트19381|20100320|40|4|9|13999|
1000019382|테스트19382|20100322|40|8|14|29163|
1000019383|테스트19383|20100701|40|4|5|20129|
1000019384|테스트19384|20100817|40|4|22|30399|
1000019385|테스트19385|20100701|40|4|42|29169|
1000019386|테스트19386|20101223|40|4|68|28111|
1000019387|테스트19387|20110103|40|4|10|23325|
1000019388|테스트19388|20110121|30|4|26|29299|
1000019389|테스트19389|20110216|40|4|20|30399|
1000019390|테스트19390|20110610|40|4|15|31322|
1000019391|테스트19391|20110609|40|5|13|28111|
1000019392|테스트19392|20110713|30|4|56|31910|
1000019393|테스트19393|20110701|40|4|34|26129|
1000019394|테스트19394|20111101|40||4|20131|
1000019395|테스트19395|20120604|40|4|8|24199|
1000019396|테스트19396|20120401|30|4|62|30399|
1000019397|테스트19397|20120627|40|4|43|29229|
1000019398|테스트19398|20120901|40|4|8|10511|
1000019399|테스트19399|20130101|40|4|1|46612|
1000019400|테스트19400|20190129|40|4|10|24212|
1000019401|테스트19401|0|92|4|0|46800|
1000019402|테스트19402|20130221|30|4|20|33309|
1000019403|테스트19403|20130415|30|4|30|25999|
1000019404|테스트19404|20130502|40|5|16|29162|
1000019405|테스트19405|20130814|40|4|6|25924|
1000019406|테스트19406|20140121|40|5|0|23322|
1000019407|테스트19407|20140217|40|4|14|29199|
1000019408|테스트19408|20140110|40|4|4|10742|
1000019409|테스트19409|20140609|40|4|10|29280|
1000019410|테스트19410|20140704|40|4|0|49309|
1000019411|테스트19411|20140923|30|4|37|20501|
1000019412|테스트19412|20140805|40|4|23|25111|
1000019413|테스트19413|20140821|40|4|19|31112|
1000019414|테스트19414|20141011|40|4|0|30399|
1000019415|테스트19415|20141001|30|4|21|38312|
1000019416|테스트19416|20141101|40|4|28|31322|
1000019417|테스트19417|20150202|30|4|80|29293|
1000019418|테스트19418|20150423|40|4|8|23999|
1000019419|테스트19419|20150403|40|4|7|28111|
1000019420|테스트19420|20150601|40|4|0|25929|
1000019421|테스트19421|20150724|30|4|13|46791|
1000019422|테스트19422|20150901|40|4|5|10122|
1000019423|테스트19423|20150930|40|4|5|22251|
1000019424|테스트19424|20151010|40|4|7|46800|
1000019425|테스트19425|20151013|40|5|43|29176|
1000019426|테스트19426|20151201|40|4|0|25119|
1000019427|테스트19427|20160105|40|5|0|46713|
1000019428|테스트19428|20160422|92|4|4|20202|
1000019429|테스트19429|20160704|40|8|0|68112|
1000019430|테스트19430|20011127|40|4|47|49232|
1000019431|테스트19431|20140801|40|4|18|10211|
1000019432|테스트19432|20150203|40|4|7|46322|
1000019433|테스트19433|19980501|40|4|13|10511|
1000019434|테스트19434|20051020|40|4|15|46209|
1000019435|테스트19435|20110401|40|4|0|46311|
1000019436|테스트19436|20160201|40|4|0|1220|
1000019437|테스트19437|19840201|40|4|0|10511|
1000019438|테스트19438|19890801|92|4|27|10213|
1000019439|테스트19439|19950601|40|4|22|10213|
1000019440|테스트19440|19931228|40|4|18|10401|
1000019441|테스트19441|19970731|30||8|68121|
1000019442|테스트19442|20030314|30||91|10894|
1000019443|테스트19443|20040217|30|4|18|24290|
1000019444|테스트19444|20040501|40|4|12|7121|
1000019445|테스트19445|20061101|40|4|14|7121|
1000019446|테스트19446|20060508|30|4|59|30399|
1000019447|테스트19447|20090401|30|4|6|46312|
1000019448|테스트19448|20100928|40|4|2|22251|
