V_BZNO|CRDEVL_PTTP_DSC_2021|LS_NICS_GRDC_2021|CRDEVL_PTTP_DSC_2022|LS_NICS_GRDC_2022|CRDEVL_PTTP_DSC_2023|LS_NICS_GRDC_2023|CRDEVL_PTTP_DSC_2024|LS_NICS_GRDC_2024|CRDEVL_PTTP_DSC_2025|LS_NICS_GRDC_2025|
1000020055|13|9|13|11|13|17|||||
1000020056|||||||||13|10|
1000020057|13|7|13|8|||||||
1000020058|13|6|13|7|13|6|13|6|13|4|
1000020059|12|10|12|9|||||||
1000020060|13|11|13|11|13|11|13|11|13|13|
1000020061|13|10|13|10|13|10|||||
1000020062|15|9|13|12|||||||
1000020063|13|7|13|11|||||||
1000020064|||||13|10|||||
1000020065|12|13|12|11|12|13|12|13|||
1000020066|12|10|12|8|12|12|12|10|12|10|
1000020067|13|7|13|8|13|7|13|6|13|6|
1000020068|15|8|13|10|||||13|13|
1000020069|15|7|13|9|13|9|13|9|13|10|
1000020070|13|9|13|8|13|8|13|8|13|8|
1000020071|15|8|13|10|13|11|13|12|13|12|
1000020072|13|9|13|8|13|17|||||
1000020073|13|8|13|9|13|9|13|10|13|9|
1000020074|15|9|15|8|13|11|15|10|13|17|
1000020075|||||||13|10|13|7|
1000020076|||||13|12|13|11|13|9|
1000020077|15|9|15|8|13|11|13|13|||
1000020078|12|9|12|8|12|7|12|8|12|7|
1000020079|13|8|13|9|13|10|13|14|||
1000020080|13|7|13|8|13|7|13|8|||
1000020081|12|11|12|11|12|11|12|9|12|13|
1000020082|||13|11|||||||
1000020083|13|7|13|6|13|6|13|5|13|6|
1000020084|||||13|9|13|11|13|12|
1000020085|13|8|13|8|13|7|13|7|13|6|
1000020086|13|7|13|8|13|8|13|8|13|7|
1000020087|||||||13|16|||
1000020088|||||||||12|7|
1000020089|15|8|13|9|13|9|13|13|13|13|
1000020090|13|17|||||||||
1000020091|13|12|13|11|13|11|13|17|||
1000020092|13|8|13|8|13|8|13|9|13|9|
1000020093|12|13|12|14|12|17|||||
1000020094|||||||13|8|13|6|
1000020095|13|11|13|11|||||||
1000020096|15|7|15|6|15|6|13|7|13|7|
1000020097|||||13|13|13|17|||
1000020098|15|9|15|9|13|10|13|9|13|9|
1000020099|15|7|15|7|15|7|13|8|13|7|
1000020100|13|13|13|11|||||||
1000020101|12|13|12|7|12|7|12|7|12|7|
1000020102|13|11|||||||||
1000020103|15|9|13|12|13|17|||||
1000020104|13|10|13|9|13|8|13|8|13|8|
1000020105|||15|8|13|10|13|10|13|12|
1000020106|||||15|8|13|11|13|10|
1000020107|13|13|13|10|13|13|13|14|13|14|
1000020108|13|14|13|14|13|11|12|11|12|18|
1000020109|13|9|13|9|13|8|||13|7|
1000020110|15|7|||13|7|13|7|13|6|
1000020111|||13|13|13|13|13|14|13|17|
1000020112|||||15|10|13|10|13|12|
1000020113|||||||||13|7|
1000020114|13|14|||||||||
1000020115|13|6|13|6|13|6|12|6|12|6|
1000020116|||13|7|13|6|13|9|13|9|
1000020117|||||13|7|13|7|13|7|
1000020118|||||||||13|13|
1000020119|15|16|15|11|15|10|15|14|13|16|
1000020120|13|8|13|9|12|8|12|8|12|10|
1000020121|15|8|13|11|13|11|13|11|||
1000020122|||||||||13|7|
1000020123|13|6|13|7|13|8|13|8|13|8|
1000020124|13|8|13|8|13|8|13|9|13|9|
1000020125|||||||13|6|||
1000020126|13|13|13|13|13|13|13|17|||
1000020127|15|8|15|8|15|10|13|13|13|13|
1000020128|15|7|15|8|15|9|15|10|13|14|
1000020129|13|9|13|10|13|9|13|8|13|7|
1000020130|13|9|13|9|13|9|13|8|13|8|
1000020131|13|9|13|9|13|9|||||
1000020132|||||11|8|11|8|11|10|
1000020133|12|4|12|6|12|5|12|6|12|13|
1000020134|||||||12|13|||
1000020135|12|4|12|4|12|4|12|4|12|4|
1000020136|12|4|12|4|12|4|12|6|12|13|
1000020137|13|7|13|7|12|9|12|8|||
1000020138|||13|10|13|10|13|9|13|9|
1000020139|13|13|13|13|||||||
1000020140|13|6|13|7|13|6|13|8|13|13|
1000020141|12|9|11|9|11|8|11|8|12|8|
1000020142|||12|5|12|6|12|6|12|6|
1000020143|11|6|12|9|12|11|12|13|12|13|
1000020144|13|8|13|7|13|7|13|7|13|7|
1000020145|12|6|12|6|12|13|12|7|12|8|
1000020146|11|8|11|8|11|8|11|8|11|7|
1000020147|13|7|13|6|13|6|13|13|13|13|
1000020148|11|7|11|6|11|6|11|7|11|7|
1000020149|15|9|13|10|||||||
1000020150|13|11|13|16|||||||
1000020151|11|11|11|11|12|11|12|13|12|14|
1000020152|13|11|13|13|13|15|13|17|||
1000020153|||||12|9|12|10|12|11|
1000020154|||12|16|||||||
1000020155|12|10|12|10|12|11|12|11|12|11|
1000020156|12|6|12|6|12|6|12|7|12|7|
1000020157|13|8|13|9|13|10|||||
1000020158|12|9|13|8|||||||
1000020159|13|6|13|6|13|7|13|7|13|9|
1000020160|13|13|13|13|13|13|13|13|13|13|
1000020161|||||||||12|4|
1000020162|||||||||13|6|
1000020163|13|17|||||||||
1000020164|12|7|12|7|13|8|12|7|12|8|
1000020165|15|6|13|7|13|9|13|7|||
1000020166|11|10|11|9|11|17|||||
1000020167|12|7|12|7|12|7|12|6|12|13|
1000020168|12|11|12|10|12|18|||||
1000020169|12|6|12|7|12|8|12|8|12|17|
1000020170|12|3|12|2|12|2|12|3|12|3|
1000020171|12|5|12|5|12|6|12|6|12|5|
1000020172|15|8|13|13|||||||
1000020173|13|8|13|8|13|8|13|8|13|9|
1000020174|13|8|13|8|12|7|12|13|||
1000020175|11|11|11|8|11|7|11|10|11|9|
1000020176|13|12|13|12|13|13|13|13|13|8|
1000020177|13|7|12|8|||||12|9|
1000020178|11|13|12|14|12|14|||||
1000020179|12|9|12|9|12|9|12|9|12|9|
1000020180|13|9|13|9|13|11|13|9|13|10|
1000020181|12|10|12|10|12|10|12|9|12|10|
1000020182|13|7|13|7|13|7|13|7|13|7|
1000020183|13|9|13|8|13|8|13|7|13|8|
1000020184|12|6|||||||||
1000020185|||||11|7|11|9|11|11|
1000020186|12|6|12|6|12|12|12|13|||
1000020187|12|8|13|8|12|8|12|8|12|7|
1000020188|12|11|12|10|12|10|12|9|12|10|
1000020189|11|8|11|7|12|6|||||
1000020190|12|6|11|6|11|6|11|7|11|8|
1000020191|||||12|13|12|13|12|13|
1000020192|||||||||||
1000020193|13|9|||||||||
1000020194|||||||||13|8|
1000020195|13|8|||||||||
1000020196|12|9|12|9|12|7|||||
1000020197|12|9|12|9|12|10|12|10|12|9|
1000020198|||||||13|7|||
1000020199|||13|10|13|10|13|9|||
1000020200|12|10|12|10|12|10|||||
1000020201|||||||||||
1000020202|||||||||||
1000020203|15|8|13|9|13|9|15|9|13|9|
1000020204|12|8|11|7|11|7|11|7|11|5|
1000020205|13|7|13|7|13|7|13|6|13|6|
1000020206|13|6|13|6|13|6|13|6|13|5|
1000020207|11|11|11|12|11|16|12|17|||
1000020208|15|9|15|8|15|8|15|8|15|11|
1000020209|13|13|13|13|13|9|13|13|13|13|
1000020210|||||||||13|8|
1000020211|13|10|13|9|||||||
1000020212|13|6|13|6|||||||
1000020213|13|9|13|8|13|8|||||
1000020214|13|6|13|6|13|5|13|5|13|5|
1000020215|13|10|||||||||
1000020216|13|9|13|10|13|11|13|10|13|9|
1000020217|||11|7|11|8|11|8|||
1000020218|13|9|13|9|||||||
1000020219|11|3|12|5|12|11|12|7|12|14|
1000020220|12|14|13|14|13|14|13|14|12|14|
1000020221|13|11|13|11|13|9|13|10|13|11|
1000020222|||||||15|7|13|9|
1000020223|12|10|12|10|12|9|12|11|12|10|
1000020224|12|10|13|13|12|12|||||
1000020225|13|7|13|13|13|6|13|7|13|6|
1000020226|13|6|||||||||
1000020227|13|6|13|6|13|6|13|5|13|6|
1000020228|13|7|13|7|13|7|||||
1000020229|13|9|13|9|13|11|13|11|13|11|
1000020230|13|11|13|10|13|11|13|12|||
1000020231|13|9|13|8|13|8|13|9|13|9|
1000020232|13|9|13|9|13|10|||13|9|
1000020233|13|18|||||||||
1000020234|13|12|13|13|||||||
1000020235|13|9|13|8|13|8|13|7|13|7|
1000020236|15|6|15|6|13|9|||||
1000020237|||||||13|8|13|9|
1000020238|11|11|11|8|11|8|11|9|11|8|
1000020239|13|8|13|9|13|10|||||
1000020240|15|7|15|7|13|12|15|10|13|9|
1000020241|||||||||13|11|
1000020242|12|11|12|12|12|11|12|10|||
1000020243|11|3|11|5|||||||
1000020244|12|10|12|9|13|8|13|8|13|8|
1000020245|12|8|12|7|12|7|12|7|12|7|
1000020246|13|5|13|4|13|5|13|7|13|7|
1000020247|12|11|12|11|12|18|||||
1000020248|13|7|13|7|13|6|13|5|13|5|
1000020249|13|9|13|9|13|9|12|12|12|17|
1000020250|||||12|14|||||
1000020251|||||||||11|5|
1000020252|13|12|13|11|13|11|13|12|13|12|
1000020253|||12|8|12|9|12|13|12|11|
1000020254|15|9|13|9|13|11|13|12|13|13|
1000020255|11|9|12|9|11|10|12|10|||
1000020256|13|6|13|6|13|6|13|8|||
1000020257|||||||13|9|13|11|
1000020258|13|10|13|10|13|13|13|13|13|16|
1000020259|||||||15|7|15|7|
1000020260|||||||12|7|||
1000020261|13|13|||||||||
1000020262|12|9|12|13|12|10|12|14|12|14|
1000020263|12|14|12|16|||||||
1000020264|||13|7|13|9|13|9|13|9|
1000020265|13|9|13|9|13|8|13|8|13|9|
1000020266|||||||||13|7|
1000020267|13|5|13|6|13|7|13|6|13|5|
1000020268|||||12|10|12|8|12|9|
1000020269|13|6|13|6|13|6|13|7|13|7|
1000020270|12|13|12|10|12|10|12|11|12|11|
1000020271|13|6|13|6|13|6|13|6|13|7|
1000020272|12|8|12|8|12|7|12|7|||
1000020273|13|9|12|15|||||||
1000020274|13|7|13|6|13|6|13|7|13|6|
1000020275|13|7|13|9|||||||
1000020276|||||||||13|8|
1000020277|13|10|13|9|13|9|13|8|13|11|
1000020278|||||12|8|||||
1000020279|13|11|13|8|13|8|13|7|13|7|
1000020280|||13|7|13|6|13|6|12|7|
1000020281|||||||13|10|||
1000020282|12|9|12|9|12|9|12|10|12|10|
1000020283|13|6|13|7|13|7|13|7|13|6|
1000020284|13|9|13|13|13|8|13|9|13|9|
1000020285|12|12|||||||||
1000020286|11|6|11|5|11|4|11|4|11|4|
1000020287|15|8|13|9|13|11|13|9|13|8|
1000020288|13|7|13|7|13|7|||||
1000020289|12|8|12|8|12|8|12|8|12|8|
1000020290|||13|7|13|7|13|7|13|9|
1000020291|||||||||12|7|
1000020292|||||||||||
1000020293|||13|9|13|10|13|9|13|8|
1000020294|12|9|||12|7|||||
1000020295|||12|7|12|17|||||
1000020296|||||13|7|13|7|13|7|
1000020297|13|6|13|6|13|7|13|8|||
1000020298|13|7|13|6|13|7|13|7|||
1000020299|||||||13|8|||
1000020300|12|13|12|12|12|9|12|9|12|9|
1000020301|13|13|||||||||
1000020302|||||||12|6|12|6|
1000020303|13|12|13|9|13|11|13|10|||
1000020304|||13|5|||||||
1000020305|12|14|12|17|||||||
1000020306|12|11|12|10|12|18|||||
1000020307|13|9|13|8|13|9|13|10|13|14|
1000020308|13|9|13|11|13|12|||||
1000020309|13|10|13|13|13|8|13|7|13|7|
1000020310|12|14|12|13|12|13|12|10|12|9|
1000020311|||||||13|11|13|11|
1000020312|13|11|13|10|13|9|||||
1000020313|13|13|||||||||
1000020314|15|7|15|7|15|7|15|7|13|7|
1000020315|13|8|13|7|13|6|13|6|13|7|
1000020316|13|7|13|8|13|8|||||
1000020317|15|6|15|6|15|5|15|5|13|5|
1000020318|12|8|11|8|11|8|12|10|12|8|
1000020319|13|10|13|15|||||||
1000020320|||||||13|8|13|8|
1000020321|||13|8|13|8|13|7|13|8|
1000020322|||||11|5|11|5|11|6|
1000020323|||||||12|10|12|10|
1000020324|13|10|13|8|13|7|||||
1000020325|12|7|||||||12|5|
1000020326|||||||||13|8|
1000020327|13|8|13|7|13|8|13|9|13|13|
1000020328|||||13|9|13|9|13|8|
1000020329|12|4|12|5|12|5|11|13|11|8|
1000020330|12|8|11|7|11|7|11|7|12|7|
1000020331|||||||||||
1000020332|||||12|8|12|10|12|8|
1000020333|13|7|13|6|13|7|13|6|13|6|
1000020334|13|12|13|12|13|11|13|9|13|9|
1000020335|13|12|13|17|||||||
1000020336|||15|9|13|10|||||
1000020337|||13|7|||||||
1000020338|||||13|7|13|9|13|13|
1000020339|12|9|12|9|12|9|12|9|12|9|
1000020340|13|9|13|10|13|9|13|9|13|9|
1000020341|||||13|15|||||
1000020342|13|9|13|8|13|9|13|9|13|9|
1000020343|12|7|12|8|12|9|12|13|12|9|
1000020344|13|7|13|6|13|5|13|5|12|4|
1000020345|12|7|12|6|12|6|||12|6|
1000020346|13|8|12|14|13|9|13|8|13|9|
1000020347|13|10|13|10|||||||
1000020348|12|14|12|17|||||||
1000020349|13|8|13|7|13|7|13|7|13|7|
1000020350|11|3|11|5|11|8|11|10|11|8|
1000020351|11|8|11|9|11|8|11|10|11|10|
1000020352|12|17|||||||||
1000020353|12|11|12|13|12|12|12|13|12|13|
1000020354|13|6|13|7|13|7|13|8|13|8|
1000020355|13|8|12|9|12|10|12|10|12|10|
1000020356|12|11|13|12|13|13|13|12|13|12|
1000020357|||||||||||
1000020358|||||||13|8|13|15|
1000020359|13|13|13|9|13|8|13|10|13|10|
1000020360|13|8|||||||||
1000020361|12|8|||||||||
1000020362|12|9|12|6|12|7|12|7|12|8|
1000020363|13|14|||||||||
1000020364|13|9|||||||||
1000020365|||||||13|7|13|7|
1000020366|13|10|13|10|||||||
1000020367|13|9|13|9|13|8|13|9|13|8|
1000020368|13|8|13|8|13|7|13|7|13|7|
1000020369|13|8|13|11|13|12|13|12|13|11|
1000020370|15|7|15|8|15|8|15|8|13|13|
1000020371|13|6|13|6|13|7|13|13|||
1000020372|||15|13|15|12|13|16|13|17|
1000020373|13|12|13|13|13|14|13|15|13|15|
1000020374|||||||||13|9|
1000020375|13|8|13|8|13|7|13|7|12|8|
1000020376|13|10|13|11|13|13|13|13|13|14|
1000020377|||||11|8|11|10|11|17|
1000020378|||13|8|13|9|13|13|13|9|
1000020379|13|9|13|9|13|9|||||
1000020380|||||||||13|7|
1000020381|||||15|9|13|9|13|9|
1000020383|15|8|15|8|13|9|13|9|13|9|
1000020384|||||13|6|13|8|13|8|
1000020385|13|6|13|7|13|7|12|6|12|6|
1000020386|13|9|13|13|13|13|13|13|||
1000020387|12|6|13|6|13|6|12|5|12|5|
1000020388|15|16|15|17|13|17|||||
1000020389|13|13|13|13|13|13|13|11|13|10|
1000020390|||||12|9|12|14|12|8|
1000020391|15|9|15|7|15|7|13|8|13|7|
1000020392|13|14|||||||||
1000020393|||||13|6|||||
1000020394|13|13|13|17|||||||
1000020395|||||||13|6|13|6|
1000020396|||||13|7|13|7|||
1000020397|13|10|13|10|13|9|13|8|13|8|
1000020398|13|8|13|7|13|10|13|9|13|9|
1000020399|||15|9|15|10|13|12|13|9|
1000020400|15|7|15|6|15|7|13|10|||
1000020401|||12|10|||13|11|||
1000020402|12|15|||||||||
1000020403|13|7|13|8|13|8|13|9|13|8|
1000020404|13|9|13|9|||||||
1000020405|13|6|||||||||
1000020406|13|15|13|14|13|15|13|15|13|14|
1000020407|||||||13|8|13|8|
1000020408|||||||13|9|||
1000020409|12|13|||||||||
1000020410|12|10|13|13|||12|10|13|11|
1000020411|12|9|12|8|12|8|12|8|12|10|
1000020412|13|10|13|11|13|13|13|13|13|13|
1000020413|12|8|12|5|12|4|12|5|12|5|
1000020414|||||||||13|8|
1000020415|12|11|12|7|||||||
1000020416|13|9|13|8|13|8|||||
1000020417|13|12|13|13|13|12|12|11|12|13|
1000020418|12|11|12|13|12|15|12|14|12|14|
1000020419|13|11|13|11|||||||
1000020420|||||13|17|||||
1000020421|13|8|||||||||
1000020422|13|6|13|6|13|8|||||
1000020423|12|6|12|6|12|5|12|4|12|6|
1000020424|||||13|8|13|9|13|9|
1000020425|||||||||||
1000020426|13|8|||||||||
1000020427|13|8|13|10|13|10|13|9|13|8|
1000020428|||13|8|||||||
1000020429|||13|9|13|9|||||
1000020430|12|14|12|12|12|11|12|11|12|12|
1000020431|12|13|12|13|12|9|12|10|12|8|
1000020432|13|10|13|10|13|9|13|9|13|9|
1000020433|13|10|13|11|13|9|13|10|13|11|
1000020434|15|9|15|10|15|10|15|11|13|13|
1000020435|13|9|13|9|13|11|12|9|12|10|
1000020436|||||||13|6|13|6|
1000020437|||||||||13|10|
1000020438|12|14|12|14|12|13|||||
1000020439|13|11|13|9|||||||
1000020440|12|4|||||||||
1000020441|||12|6|12|5|||||
1000020442|13|8|13|7|13|6|13|7|12|4|
1000020443|13|9|13|7|13|7|13|8|13|6|
1000020444|13|8|13|8|13|7|13|6|13|7|
1000020445|12|10|12|10|12|11|12|17|||
1000020446|||||||||13|12|
1000020447|12|5|||||||||
1000020448|||||||13|13|13|13|
1000020449|13|13|13|13|13|13|13|13|13|10|
1000020450|12|9|12|10|12|10|12|10|||
1000020451|13|13|13|9|13|7|13|8|13|8|
1000020452|||||||||||
1000020453|||||15|7|13|8|13|8|
1000020454|||||||15|9|13|11|
1000020455|||||||12|7|12|8|
1000020456|13|11|13|14|13|17|12|14|12|17|
1000020457|13|13|13|14|13|14|13|13|13|14|
1000020458|||||||13|9|13|8|
1000020459|15|5|15|6|15|6|15|7|13|8|
1000020460|15|8|13|9|||||||
1000020461|15|7|13|9|13|13|13|12|13|12|
1000020462|13|7|13|7|13|8|13|9|13|10|
1000020463|13|6|13|6|||||||
1000020464|12|6|12|7|12|5|12|5|12|5|
1000020465|13|9|13|9|||||||
1000020466|||||||||13|9|
1000020467|13|6|13|6|13|6|13|5|13|6|
1000020468|13|12|13|12|||||||
1000020469|13|10|13|17|||||||
1000020470|13|13|13|13|13|12|13|17|||
1000020471|13|13|13|9|13|10|13|8|||
1000020472|13|13|13|13|13|13|13|14|13|14|
1000020473|13|9|13|9|13|8|13|9|13|9|
1000020474|15|6|13|9|13|9|||||
1000020475|||||||||13|6|
1000020476|13|8|13|8|||||||
1000020477|15|7|13|6|13|6|13|6|13|8|
1000020478|13|13|||||||||
1000020479|13|9|13|8|13|12|13|10|13|13|
1000020480|15|11|13|13|13|13|13|14|13|17|
1000020481|13|10|13|9|13|10|13|11|13|10|
1000020482|||13|8|15|8|13|6|13|7|
1000020483|13|9|13|9|13|9|13|12|13|12|
1000020484|13|13|13|12|13|12|13|12|13|17|
1000020485|13|6|13|6|||||||
1000020486|13|9|13|10|13|11|13|9|13|13|
1000020487|13|14|13|14|13|14|13|15|13|16|
1000020488|15|13|13|6|13|6|12|11|12|7|
1000020489|||||12|14|||||
1000020490|||||||12|13|||
1000020491|13|8|13|8|13|8|13|8|13|11|
1000020492|13|6|12|7|12|7|12|7|12|7|
1000020493|13|9|13|10|13|10|13|10|13|10|
1000020494|15|7|15|6|13|8|13|8|13|7|
1000020495|||||||||13|12|
1000020496|||12|8|12|14|12|13|12|10|
1000020497|13|9|13|8|13|9|13|9|13|8|
1000020498|||||||||13|10|
1000020499|13|10|13|11|13|12|13|12|13|15|
1000020500|||||||||13|16|
1000020501|13|13|13|13|13|10|13|9|13|8|
1000020502|13|8|13|7|13|7|13|7|13|6|
1000020503|||11|13|12|13|12|15|12|16|
1000020504|13|9|13|10|13|9|13|10|13|12|
1000020505|13|8|13|7|13|6|13|7|13|7|
1000020506|13|7|13|6|13|9|||||
1000020507|12|9|||12|8|12|17|||
1000020508|||||13|8|||13|9|
1000020509|13|9|13|9|13|9|13|9|13|8|
1000020510|12|12|12|13|12|13|12|13|12|12|
1000020511|13|9|13|8|13|7|13|8|13|9|
1000020512|13|12|13|12|13|11|||||
1000020513|13|11|13|13|13|9|13|8|13|8|
1000020514|||||||13|9|13|11|
1000020515|13|7|13|6|13|6|13|6|13|7|
1000020516|13|6|13|9|13|10|13|13|13|8|
1000020517|13|8|13|9|13|8|13|9|13|9|
1000020518|13|17|||||||||
1000020519|13|8|||||||||
1000020520|12|16|12|14|||||||
1000020521|||||15|8|13|9|13|8|
1000020522|||13|7|||||||
1000020523|||||||13|8|12|8|
1000020524|13|9|13|9|13|9|||||
1000020525|||||||13|7|13|7|
1000020526|12|7|12|7|12|13|12|13|12|14|
1000020527|11|9|11|7|11|10|11|12|||
1000020528|15|6|15|6|13|10|13|10|13|11|
1000020529|13|12|13|11|13|13|13|13|||
1000020530|15|12|15|10|15|10|15|10|15|10|
1000020531|13|8|13|8|13|8|13|10|13|9|
1000020532|13|6|13|5|13|5|13|6|13|5|
1000020533|13|9|13|8|||||||
1000020534|15|5|15|5|13|8|13|8|13|13|
1000020535|||15|14|15|8|15|10|13|17|
1000020536|13|9|13|7|13|7|13|7|13|7|
1000020537|13|9|13|9|13|9|13|9|13|9|
1000020538|||13|11|13|9|13|8|12|6|
1000020539|||||||13|9|13|12|
1000020540|13|11|12|9|12|13|12|11|||
1000020541|||||13|7|13|6|13|5|
1000020542|13|8|13|8|13|7|||||
1000020543|||||||15|7|13|7|
1000020544|13|7|13|6|13|6|13|7|13|7|
1000020545|||13|7|13|8|||||
1000020546|13|10|13|10|13|11|13|12|13|10|
1000020547|15|7|13|8|13|8|13|10|13|9|
1000020548|15|6|15|6|13|6|13|7|||
1000020549|12|6|12|8|12|8|12|8|12|7|
1000020550|||||||||13|4|
1000020551|12|13|12|10|12|17|||||
1000020552|13|9|13|8|13|8|13|9|13|9|
1000020553|13|7|13|7|13|7|13|7|13|7|
1000020554|13|12|13|12|13|14|15|17|13|17|
1000020555|13|7|13|6|13|7|13|7|13|7|
1000020556|||||||13|10|13|11|
1000020557|12|10|12|9|12|10|12|12|12|10|
1000020558|13|7|13|9|13|8|13|8|||
1000020559|13|8|13|9|13|8|13|8|13|9|
1000020560|13|7|13|9|13|8|13|8|12|8|
1000020561|13|9|13|9|||||||
1000020562|13|13|13|13|13|13|13|12|13|12|
1000020563|15|8|15|8|13|6|13|6|13|6|
1000020564|13|10|||13|12|13|11|13|12|
1000020565|12|17|||||||||
1000020566|13|5|13|5|||||||
1000020567|13|9|13|13|13|11|13|10|||
1000020568|13|12|13|8|||||||
1000020569|15|6|13|6|13|6|13|7|13|7|
1000020570|15|7|13|8|13|9|||||
1000020571|||||||13|13|||
1000020572|||||13|13|13|9|13|9|
1000020573|||12|17|||||||
1000020574|12|15|12|15|12|15|13|14|12|16|
1000020575|13|10|13|9|13|8|13|11|13|10|
1000020576|12|12|||||||||
1000020577|||||||13|6|13|6|
1000020578|||||||||||
1000020579|12|7|12|8|12|8|12|7|12|7|
1000020580|||||||||13|10|
1000020581|13|12|13|12|13|13|13|14|13|14|
1000020582|13|10|||||||||
1000020583|11|6|11|6|11|6|11|5|11|4|
1000020584|||||||||13|12|
1000020585|||||15|7|13|8|13|7|
1000020586|12|7|12|8|12|7|12|8|12|7|
1000020587|||12|10|12|11|12|9|||
1000020588|||||12|5|12|5|12|3|
1000020589|13|17|||||||||
1000020590|13|14|13|17|||||||
1000020591|13|9|13|9|13|8|13|9|13|8|
1000020592|13|7|13|6|13|8|13|6|13|8|
1000020593|13|10|13|11|13|11|13|11|13|10|
1000020594|12|9|12|9|12|8|12|10|12|12|
1000020595|||||13|13|13|14|13|13|
1000020596|13|9|13|9|13|14|13|15|||
1000020597|13|12|13|11|||||||
1000020598|13|12|13|10|13|11|13|10|13|17|
1000020599|||||||13|6|13|6|
1000020600|15|7|15|7|15|7|13|10|13|10|
1000020601|||||||13|10|13|9|
1000020602|15|8|15|8|13|10|13|10|13|11|
1000020603|15|6|13|7|13|8|||13|8|
1000020604|||||||13|10|13|9|
1000020605|13|8|13|7|13|7|||13|7|
1000020606|13|10|13|8|||||||
1000020607|13|12|13|12|13|13|13|14|13|14|
1000020608|13|11|13|11|13|11|13|13|13|11|
1000020609|13|11|13|11|12|11|12|12|12|11|
1000020610|||||13|8|13|9|13|8|
1000020611|13|10|||||||||
1000020612|13|11|13|13|13|11|13|14|13|17|
1000020613|12|7|12|6|12|9|||||
1000020614|13|8|13|8|13|8|13|9|13|11|
1000020615|13|6|13|6|13|7|13|6|13|7|
1000020616|13|16|||||||||
1000020617|12|5|12|5|12|5|12|6|12|7|
1000020618|||12|13|12|17|||||
1000020619|13|9|||||||||
1000020620|13|6|13|6|12|6|13|6|12|7|
1000020621|15|8|||||||||
1000020622|13|6|13|6|||||||
1000020623|15|8|13|7|13|6|13|7|13|9|
1000020624|||||13|6|13|7|13|7|
1000020625|13|13|13|9|13|9|13|11|13|13|
1000020626|13|10|13|10|13|11|13|11|13|12|
1000020627|||||13|10|13|10|13|6|
1000020628|||||12|11|12|13|12|13|
1000020629|||||||15|13|13|13|
1000020630|15|9|13|9|13|9|13|9|13|8|
1000020631|13|9|13|17|||||||
1000020632|||||||||13|13|
1000020633|||||||||13|10|
1000020634|||||13|7|13|8|13|7|
1000020635|13|13|13|17|||||||
1000020636|13|8|13|7|13|8|13|8|13|8|
1000020637|13|8|13|9|13|8|13|9|||
1000020638|13|10|13|10|13|10|12|10|12|10|
1000020639|13|8|13|8|13|8|||||
1000020640|11|6|11|6|11|6|11|6|11|6|
1000020641|13|11|13|10|13|11|13|10|13|9|
1000020642|13|12|13|13|13|17|||||
1000020643|11|7|11|7|11|7|11|7|11|7|
1000020644|12|7|||||12|7|12|7|
1000020645|15|10|15|10|13|13|||||
1000020646|||||||||||
1000020647|||||||||13|8|
1000020648|||||||15|7|13|8|
1000020649|13|7|13|6|13|8|13|8|13|13|
1000020650|13|8|13|7|13|8|13|7|13|7|
1000020651|13|6|13|7|13|6|13|6|13|7|
1000020652|||||13|7|13|6|||
1000020653|13|9|13|9|13|16|||||
1000020654|13|7|13|8|13|10|||||
1000020655|15|9|13|7|13|7|13|8|||
1000020656|13|14|13|14|13|14|||||
1000020657|13|9|13|10|13|11|||||
1000020658|||13|8|13|8|13|7|13|7|
1000020659|15|8|15|9|15|8|15|8|13|9|
1000020660|||13|8|13|8|13|9|13|8|
1000020661|13|10|13|11|13|11|13|10|||
1000020662|||||||13|12|13|13|
1000020663|13|17|||||||||
1000020664|13|8|13|9|13|11|13|11|13|11|
1000020665|13|8|13|8|13|8|13|10|13|10|
1000020666|13|12|13|12|13|14|13|14|13|14|
1000020667|13|9|13|11|13|10|||||
1000020668|13|10|13|10|13|10|13|10|13|11|
1000020669|||||||13|9|13|9|
1000020670|||||||||13|8|
1000020671|13|9|13|9|13|9|13|9|13|7|
1000020672|13|12|13|16|||||||
1000020673|||||||13|10|13|10|
1000020674|||||||||13|10|
1000020675|13|14|13|15|13|17|||||
1000020676|13|10|12|15|12|13|12|13|13|13|
1000020677|13|8|13|9|13|8|13|8|||
1000020678|||15|8|13|9|||||
1000020679|||||||13|9|13|10|
1000020680|||||||13|8|13|7|
1000020681|||||||13|9|||
1000020682|||||13|11|13|11|13|12|
1000020683|13|11|13|10|13|10|13|10|13|8|
1000020684|||||12|7|12|9|||
1000020685|13|11|13|13|13|17|||||
1000020686|13|8|13|8|13|9|13|8|13|8|
1000020687|||||||||13|11|
1000020688|||||13|9|13|9|13|9|
1000020689|15|6|||||13|7|13|8|
1000020690|15|6|13|10|13|11|||||
1000020691|13|9|13|10|13|10|13|12|12|13|
1000020692|13|13|13|13|13|17|13|17|||
1000020693|||||12|5|12|9|12|8|
1000020694|13|11|13|11|13|13|13|17|||
1000020695|13|9|13|8|13|9|13|9|13|9|
1000020696|13|14|13|14|13|12|||||
1000020697|12|14|12|14|12|14|||||
1000020698|13|9|13|9|||||||
1000020699|||13|10|12|9|12|8|12|14|
1000020700|15|12|15|11|13|9|13|11|13|11|
1000020701|13|17|||||||||
1000020702|12|14|12|9|12|9|12|9|12|9|
