V_BZNO|BASDT1|PERS1|BASDT2|PERS2|BASDT3|PERS3|BASDT4|PERS4|BASDT5|PERS5|BASDT6|PERS6|BASDT7|PERS7|BASDT8|PERS8|BASDT9|PERS9|BASDT10|PERS10|BASDT11|PERS11|
가상_사업자번호|기준일자1|종업원수1|기준일자2|종업원수2|기준일자3|종업원수3|기준일자4|종업원수4|기준일자5|종업원수5|기준일자6|종업원수6|기준일자7|종업원수7|기준일자8|종업원수8|기준일자9|종업원수9|기준일자10|종업원수10|기준일자11|종업원수11|
1000001225|20210330|14|20210401|12|20211231|14|20221231|14|20230330|11|20241231|12|20250228|12|20251231|13|20260326|11|||||
1000008440|20210531|12|20221231|12|20240520|12|20241231|9|20250528|9|||||||||||||
1000001411|20210430|193|20211231|177|20220408|182|20231231|195|20240329|207|20241231|189|20250228|229|20251231|220|20260327|242|||||
1000007118|20210513|25|20221231|27|20230508|32|20231231|30|20240514|27|20241231|23|20250516|25|20251231|26|20260504|25|||||
1000014247|20221231|56|||||||||||||||||||||
1000014095|20210331|77|20211231|77|20220430|71|||||||||||||||||
1000010088|20211231|32|20220502|31|20221231|32|20230427|33|20240422|34|20241231|26|20250414|30|20251231|35|20260416|35|||||
1000014602|20210427|132|20211231|118|20221128|119|20221231|118|20230413|117|20231231|113|20240419|114|20241231|107|20250418|111|20251231|114|20260408|114|
1000016170|20210608|8|20221231|6|20230531|6|20241231|6|20250531|6|||||||||||||
1000022913|20251231|61|20260331|64|||||||||||||||||||
1000000889|20241231|420|20250611|418|||||||||||||||||||
1000010315|20211231|67|20221231|75|20231231|84|20241231|93|20250321|91|20251231|122|20260327|125|||||||||
1000009122|20210331|40|20211231|40|20220405|38|20221231|49|20230608|47|20231231|45|20240520|39|20241231|42|20250228|42|20251231|44|20260406|40|
1000001408|20211231|13|20221231|13|||||||||||||||||||
1000001577|20210513|25|||||||||||||||||||||
1000016725|20210419|9|||||||||||||||||||||
1000017022|20241231|7|20250530|56|||||||||||||||||||
1000001483|20210517|19|20211231|19|20221231|20|20230331|21|20231231|25|20240531|26|20240826|26|20241231|24|20250613|23|||||
1000001636|20210228|180|20211231|206|20220331|182|20221231|260|20230331|275|20231231|311|20240329|343|20241231|310|20250328|347|20251231|374|20260325|353|
1000012577|20211231|46|20221231|54|20231231|52|20240326|52|20241231|53|20250328|54|20251231|65|20260324|64|||||||
1000017175|20211231|49|20220502|50|||||||||||||||||||
1000009125|20210528|23|||||||||||||||||||||
1000000940|20231231|24|20240809|27|20241231|27|20250718|25|||||||||||||||
1000018272|20211231|175|20220228|192|20221231|196|20230228|211|20231231|211|20240320|219|20240731|215|20241231|230|20250228|236|20251231|228|20260403|221|
1000001443|20210414|25|20211231|28|20220413|28|20221231|29|20230331|29|20231231|29|20240331|29|||||||||
1000008416|20221231|51|20231017|52|||||||||||||||||||
1000005634|20210331|8|20220418|24|20221231|38|20230403|41|||||||||||||||
1000006123|20211231|28|20220314|28|20230313|28|20231231|28|20240313|28|20240813|28|20241231|23|20250311|23|20251231|23|20260319|23|||
1000001676|20210331|172|20211231|180|20220307|182|20221231|182|20230228|183|20231231|189|20240318|0|20241231|225|20250321|226|20251231|208|20260228|209|
1000009580|20210527|24|20211231|19|20220426|22|20221231|22|20230427|22|20231231|19|20240418|18|||||||||
1000016622|20210608|17|20211231|15|20220614|17|20221231|17|20230609|15|20231231|17|20240613|15|20241231|13|20250618|13|||||
1000001890|20211028|10065|20220504|10065|||||||||||||||||||
1000013415|20220401|3926|20230427|3926|20240419|3926|20250414|4143|20260409|4159|||||||||||||
1000013390|20210522|6|20221231|7|20230607|6|20231231|7|20241231|4|20250616|5|20251231|4|20260423|6|||||||
1000019439|20241231|23|20260407|23|||||||||||||||||||
1000007570|20251231|667|20260417|667|||||||||||||||||||
1000031698|20210401|143|20211231|159|20220401|159|20221231|159|20231109|183|20231231|159|20240416|187|20241231|183|20250430|183|20251231|162|20260401|157|
1000021659|20210630|13|20211217|15|20221220|19|20230630|20|20231218|21|20240630|17|20241216|19|20250630|14|20251216|16|||||
1000012601|20210330|36|20211231|40|20220228|38|20221231|33|20230228|33|20231231|33|20240402|30|20241231|27|20250401|27|20251231|27|20260330|27|
1000020223|20231231|23|20240625|22|20251231|18|20260420|33|||||||||||||||
1000018955|20241231|28|20250507|17|||||||||||||||||||
1000001901|20241231|1252|20250430|1149|||||||||||||||||||
1000020220|20211231|22|20220331|25|20221231|22|20230331|21|20231231|28|20240821|28|20241231|28|20250523|28|||||||
1000001479|20210512|6|20211231|6|20220509|6|||||||||||||||||
1000016458|20210325|25|20220317|23|20220325|23|20230321|24|20231231|23|20240314|17|20241231|16|20250319|17|20251231|11|20260316|8|||
1000005775|20210531|15|20211231|18|20220616|17|20221231|19|20230619|19|||||||||||||
1000005701|20241231|32|20250430|32|20251231|34|20260331|31|||||||||||||||
1000001447|20231231|53|20240331|60|20241231|54|20250318|57|20260406|50|||||||||||||
1000016982|20221231|40|20230508|41|20231231|41|20240618|39|20241231|39|20250428|38|||||||||||
1000001666|20211231|47|20220131|46|20221231|46|20230407|45|20231231|41|20240419|44|20240828|45|20250402|43|||||||
1000011605|20211231|15|20220329|21|20221231|22|20230420|21|20231231|20|20240423|13|||||||||||
1000011428|20210325|4|20241231|2|20251119|2|||||||||||||||||
1000012588|20241231|60|20250102|62|20250430|60|20251231|62|20260417|62|||||||||||||
1000011609|20210430|322|20211231|388|20220430|407|20221231|474|20230523|512|20231231|498|20240524|485|20241231|512|20250521|518|||||
1000008417|20210930|45|20211231|45|20220616|46|20221231|46|20230531|47|||||||||||||
1000018530|20251231|28|20260413|28|||||||||||||||||||
1000017089|20210518|29|20221231|33|20230509|34|||||||||||||||||
1000013248|20210423|10|||||||||||||||||||||
1000001635|20241231|23|20250605|23|||||||||||||||||||
1000012037|20210531|292|20211231|262|20220531|264|20221231|252|20230531|272|20231231|261|20240619|185|20241231|192|20250531|187|||||
1000010146|20221231|75|20230511|75|||||||||||||||||||
1000007131|20251231|81|20260330|87|||||||||||||||||||
1000018375|20210426|173|20211231|177|20220411|178|20251231|166|20260409|160|||||||||||||
1000005700|20210430|49|20221231|55|20230331|55|||||||||||||||||
1000005864|20210526|14|||||||||||||||||||||
1000000902|20210312|44|20211231|50|20220315|50|20231231|48|20240409|57|20240910|53|20241231|63|20250401|63|20251231|63|20260326|52|||
1000018945|20210510|9|20220510|11|20221231|11|20230517|12|20231231|11|20240513|12|20241231|10|20250520|10|||||||
1000018960|20210420|24|20211231|24|20220407|24|20221231|24|20230411|23|20231231|23|20240403|21|20241231|23|20250416|18|||||
1000007983|20211231|78|20221031|78|||||||||||||||||||
1000001549|20210518|360|20211231|352|20221231|363|20230504|362|20231231|373|20240408|376|20240812|342|||||||||
1000020247|20210228|63|20211231|59|20220412|48|20221231|50|20230413|47|||||||||||||
1000001693|20211014|31|20211231|29|20220922|31|20221231|29|20230430|32|||||||||||||
1000001022|20210330|38|20211231|28|20220331|28|20221231|28|20230330|28|||||||||||||
1000013500|20210531|83|||||||||||||||||||||
1000001846|20210323|186|20211231|192|20220315|186|20221231|178|20230315|179|20231231|178|20240313|180|20241231|163|20250317|169|20250826|164|20251231|161|
1000010152|20210331|55|20211231|55|20220405|56|20221231|56|20230331|56|20231231|48|20240326|53|20241231|47|20250314|47|20251231|49|20260309|50|
1000018866|20220401|8|20221231|9|20230328|11|20231231|11|20240321|11|20241231|11|20250401|8|20251231|11|20260330|9|||||
1000022101|20210331|54|20211231|64|20220331|64|20221231|71|20230331|71|20231231|63|20240331|63|20240911|63|20241231|64|20250411|58|20251231|54|
1000018268|20210430|484|20211231|492|20220228|495|20230228|762|||||||||||||||
1000016987|20210331|195|20211231|200|20220331|190|20231231|200|20240331|180|20241231|185|20250331|185|20251231|162|20260401|174|||||
1000009561|20210430|81|20211231|82|20220430|73|||||||||||||||||
1000012551|20241231|12|20250421|14|20260420|11|||||||||||||||||
1000001475|20221231|13|20231108|11|||||||||||||||||||
1000022093|20210331|27|20221231|25|20231231|26|20240229|26|20241231|27|20250320|27|20251231|27|20260326|33|||||||
1000001959|20230324|68|20231231|71|20240325|71|20240826|77|20250325|81|20260401|68|||||||||||
1000001574|20210325|7|||||||||||||||||||||
1000013999|20210426|24|20211231|24|20220414|23|20221231|24|20230426|24|20231231|21|20240420|23|20241231|23|20250426|23|20251231|23|20260422|23|
1000001717|20210413|26|20211231|27|20221231|28|20230320|28|20231231|32|20240401|31|20241231|36|20250326|37|20251231|37|20260324|40|||
1000014244|20210930|107|20221231|99|20231017|107|20231231|107|20241009|104|20241231|121|20260120|121|||||||||
1000001744|20210528|46|||||||||||||||||||||
1000010027|20210331|70|20220331|63|20220831|62|20230331|65|20230904|64|20240331|59|20240820|58|20250331|54|20250831|54|||||
1000023449|20210331|807|20220331|761|20231231|746|20240331|753|20241231|686|20250331|679|20251231|772|20260331|774|||||||
1000001403|20210526|66|20211231|70|20220513|72|20221231|72|20230517|82|20231231|82|20240507|84|||||||||
1000001423|20231231|4|20241010|5|||||||||||||||||||
1000001464|20210302|13|20220314|13|20220401|14|20221231|15|20231231|18|20240315|17|20240806|19|20241231|20|20250227|21|20251231|20|20260423|21|
1000001478|20210331|43|20220331|43|20230331|46|20231231|46|20240531|48|20240828|51|20241231|53|20250428|57|||||||
1000001480|20221231|27|20230330|26|||||||||||||||||||
1000001573|20241231|135|20260402|160|||||||||||||||||||
1000000426|20221231|11|20230430|11|||||||||||||||||||
1000001599|20211231|1564|20220520|1551|20221231|1594|20230608|1631|20231231|1538|20240509|1551|20241231|1531|20250513|1512|||||||
1000001614|20211231|5|20220516|4|20221231|4|20230525|7|20231231|7|20240603|7|20241231|6|20250522|6|||||||
1000001617|20211231|120|20220302|123|20231231|132|20240930|130|20241231|123|20250402|130|20251231|129|20260319|129|||||||
1000001647|20210331|64|20211231|64|20220331|66|20221231|72|20230331|70|20231231|54|20241223|48|20241231|47|20251215|35|||||
1000001668|20210331|13|20221231|13|20230418|13|||||||||||||||||
1000001702|20210617|8|20221231|7|20230420|8|20231231|9|20240418|9|20241231|9|20250425|9|||||||||
1000009097|20251231|278|20260422|268|||||||||||||||||||
1000001723|20211231|4|20220621|4|20221231|4|20230627|4|20231231|4|20240628|4|20241231|3|20250627|3|||||||
1000001817|20210331|14|20220331|14|||||||||||||||||||
1000001821|20210728|22|20211231|16|20221231|16|20231231|16|||||||||||||||
1000000612|20210405|43|20211231|43|20220411|46|20221231|50|20230411|50|20231231|45|20240419|50|20240909|51|20241231|49|20250408|52|20251231|49|
1000001853|20221231|60|20230331|67|||||||||||||||||||
1000007435|20241231|137|20250418|129|||||||||||||||||||
1000016161|20210419|30|20211231|37|20221231|49|||||||||||||||||
1000001468|20241231|277|20250520|277|||||||||||||||||||
1000019440|20211231|30|20220331|30|20221231|30|20230331|30|20231231|30|20240412|30|20241231|28|20250411|28|||||||
1000016040|20211231|767|20221231|767|20230412|767|20231231|771|20240409|771|20241231|779|20250409|779|20251231|742|20260414|751|||||
1000016461|20211231|29|20220415|29|20241231|22|20251231|24|||||||||||||||
1000017102|20211231|74|20220331|72|20221231|75|20230331|81|20231231|84|20240508|85|20241231|91|20250515|89|20251231|91|20260508|91|||
1000002037|20210305|6544|20221231|6836|20230228|7030|20231231|6894|20241128|7126|20241231|7155|20251201|7130|||||||||
1000001956|20210531|336|20211231|329|20220228|326|20230331|331|20231231|337|20240423|333|20241231|334|20250409|327|||||||
1000001883|20210430|252|20211231|255|20220430|266|20221231|261|20230430|273|20231231|269|20240430|276|20241231|265|20250430|267|||||
1000011658|20210531|33|20220531|32|20230531|32|20231231|34|20240612|35|20241231|28|20250531|18|||||||||
1000010843|20210610|15|20211231|14|20220610|14|20221231|14|20230609|14|20231231|14|20240607|14|20241231|14|20250602|14|||||
1000014603|20210628|7|20211231|7|20220915|7|20221231|7|20230602|7|20231231|5|20240708|4|20250715|4|||||||
1000001752|20210527|15|20220331|15|20230331|15|20240404|30|20241231|15|20250414|15|20251231|15|20260422|15|||||||
1000006049|20210414|13|20251231|12|20260507|12|||||||||||||||||
1000011496|20211231|11|20221231|11|20230413|12|20231231|11|20240412|11|20241231|10|20250408|11|20251231|10|20260408|9|||||
1000017096|20211231|380|20220228|381|||||||||||||||||||
1000029300|20221231|72|20231019|73|||||||||||||||||||
1000005790|20210531|27|||||||||||||||||||||
1000006185|20210531|12|20211231|12|20220531|12|20221231|12|20230430|13|20231231|14|20240531|13|20241231|12|20250531|13|||||
1000000502|20210330|17|20220401|16|||||||||||||||||||
1000016030|20210610|27|20211231|35|20220608|38|20221231|47|20230612|48|20231231|47|20240118|48|20240202|47|20240607|47|20241231|47|20250618|47|
1000023497|20210407|20|20211231|28|20220404|26|20221231|35|20230331|31|20231231|33|20241231|29|20250404|28|20251231|27|20260403|24|||
1000015813|20211231|6|20220616|6|20221231|7|20230620|8|20231231|8|20240618|9|20241231|8|20250324|8|||||||
1000006114|20210330|81|20210628|91|20211231|109|20220323|227|20221231|187|20230405|191|20231231|168|20240315|170|20240802|178|20241231|148|20250402|137|
1000001536|20210331|17|20211231|17|20220331|18|20221231|18|20230331|21|20231231|19|20240124|21|20240331|21|20241231|20|20250331|19|20251231|20|
1000006146|20210507|33|||||||||||||||||||||
1000006071|20210430|21|20220608|26|20241231|36|20250430|38|20251231|36|20260506|38|||||||||||
1000007493|20210420|137|20211231|132|20220331|144|20221231|298|20231231|148|20240331|144|20241231|132|20250331|125|20251231|115|20260331|115|||
1000000613|20211231|90|20220331|83|||||||||||||||||||
1000012629|20210312|50|20210323|50|20211231|46|20220518|47|20221231|54|20230511|47|20231231|62|20240331|58|20241231|40|20250423|39|20251231|39|
1000007434|20210331|193|20211231|202|20220331|201|20241231|213|20250331|213|20251231|211|20260331|212|||||||||
1000005863|20211231|18|20231125|16|||||||||||||||||||
1000019544|20211231|288|20220531|288|||||||||||||||||||
1000009529|20210531|35|20211231|31|20220531|29|20221231|31|20230602|34|20231231|39|20240531|36|20241231|38|20250519|36|||||
1000016743|20211231|31|20220614|33|||||||||||||||||||
1000018434|20210331|55|20211231|53|20220415|53|20221231|53|20230420|53|20231231|53|20240419|53|20241231|51|20250416|51|20251231|51|20260417|51|
1000012077|20221231|4|20230522|4|20231231|5|20240430|5|20241231|7|20250508|7|20260421|6|||||||||
1000026728|20231231|30|20240613|30|||||||||||||||||||
1000018349|20251231|61|20260331|62|||||||||||||||||||
1000022747|20210405|36|20220411|32|20221231|32|20230410|32|20231231|34|20240402|36|20241231|42|20250407|43|20251231|44|20260422|46|||
1000018237|20210420|13|20211231|12|20220413|12|20221231|4|20230418|3|20231231|4|20240417|5|20241231|5|20250513|4|||||
1000001601|20241231|178|20260409|178|||||||||||||||||||
1000000979|20241231|76|20250425|472|||||||||||||||||||
1000006068|20231231|184|20241206|208|||||||||||||||||||
1000020278|20220331|119|20241231|140|20250507|144|20251231|161|20260331|141|||||||||||||
1000018305|20211231|15|20220630|15|20221231|21|20231123|26|||||||||||||||
1000018273|20210326|108|20211231|105|20220329|109|20221231|109|20230313|108|20231231|107|20240401|106|20241231|131|20250410|131|20251231|136|20260317|134|
1000006094|20211231|215|20220430|218|||||||||||||||||||
1000017057|20231231|21|20240516|21|||||||||||||||||||
1000001575|20211231|20|20220412|14|||||||||||||||||||
1000011955|20211231|24|20221231|24|||||||||||||||||||
1000006828|20210621|16|||||||||||||||||||||
1000021723|20231231|28|20240831|28|||||||||||||||||||
1000019331|20210331|16|20211231|24|20220331|28|20230428|29|||||||||||||||
1000015952|20241231|26|20250429|26|||||||||||||||||||
1000018904|20210228|159|20211231|167|20220228|166|20221231|162|20230228|156|20231231|149|20240229|153|20241231|159|20250228|162|20251231|194|20260228|198|
1000010847|20211231|20|||||||||||||||||||||
1000021728|20211006|7|||||||||||||||||||||
1000018297|20210826|28|||||||||||||||||||||
1000011378|20211231|11|20220602|9|20221231|11|20230607|9|20241231|12|20250605|11|||||||||||
1000018301|20210622|12|20211231|12|20220621|12|20221231|13|20230531|13|20231231|13|20240604|12|20241231|11|20250609|10|||||
1000018195|20221231|74|20230630|57|20231231|54|20240430|62|||||||||||||||
1000001792|20210228|329|20211231|467|20220331|482|20231231|402|20240331|402|20241231|402|20250416|402|20251231|368|20260331|365|||||
1000018460|20210405|10|20211231|10|20220322|12|20221231|10|20230411|12|20231231|10|20240408|15|20250410|15|20251231|10|20260413|20|||
1000006181|20211231|27|20220329|27|20221231|25|20231231|16|20240408|20|20241231|16|20250414|16|||||||||
1000017079|20210331|19|20211231|19|20220331|19|20221231|23|20230331|27|20231231|30|20240401|29|20241231|31|20250331|33|20251231|33|20260401|37|
1000023480|20211231|61|20220329|59|||||||||||||||||||
1000007514|20251231|4|20260319|4|||||||||||||||||||
1000007064|20210331|63|20211231|63|20220331|62|||||||||||||||||
1000010054|20211231|12|20221231|12|20241231|10|20250515|10|||||||||||||||
1000013249|20210601|20|20211231|17|20220602|20|20221231|19|20230601|20|||||||||||||
