V_BZNO|1_ST_DT|1_ED_DT|1_CRI_GRDNM|2_ST_DT|2_ED_DT|2_CRI_GRDNM|3_ST_DT|3_ED_DT|3_CRI_GRDNM|4_ST_DT|4_ED_DT|4_CRI_GRDNM|5_ST_DT|5_ED_DT|5_CRI_GRDNM|6_ST_DT|6_ED_DT|6_CRI_GRDNM|7_ST_DT|7_ED_DT|7_CRI_GRDNM|
가상_사업자번호|등급적용시작일자 _2020|등급적용종료일자 _2020|CRI등급_2020|등급적용시작일자 _2021|등급적용종료일자 _2021|CRI등급_2021|등급적용시작일자 _2022|등급적용종료일자 _2022|CRI등급_2022|등급적용시작일자 _2023|등급적용종료일자 _2023|CRI등급_2023|등급적용시작일자 _2024|등급적용종료일자 _2024|CRI등급_2024|등급적용시작일자 _2025|등급적용종료일자 _2025|CRI등급_2025|등급적용시작일자 _2026|등급적용종료일자 _2026|CRI등급_2026|
1000000159|20220501|20220723|BB+|20220723|20230720|BBB0|20230720|20240711|BBB-|20240711|20250711|BB0|20250711|20270401|BB+|||||||
1000000160|20200527|20210625|B-|20220407|20220419|B+|20220419|20230615|BB-|20230615|20241009|CCC0|20241009|20250524|B-|20250524|20270101|CCC+||||
1000000161|20200413|20210419|A+|20210419|20220409|A+|20220409|20230418|AA-|20230418|20240413|AA0|20240413|20250417|A-|20250417|20260417|BBB+|20260417|20280101|BBB+|
1000000162|20220101|20220413|CCC+|20220413|20230531|BB-|20230531|20250101|CCC+|20260411|20260424|CCC+|20260424|20280101|CCC+|||||||
1000000163|20200415|20210417|BB0|20210417|20220407|BB0|20220407|20230415|BB0|20230415|20240410|B0|20240410|20250411|BB0|20260414|20260501|BB+|20260501|20280101|BB0|
1000000164|20200317|20210406|BB+|20210406|20220326|BBB-|20220326|20230317|BBB-|20230317|20240316|BB-|20240316|20250320|BB0|20250320|20260324|BB+|20260324|20280101|BB+|
1000000165|20200403|20210414|BBB-|20210414|20220405|B+|20230404|20230711|B+|||||||||||||
1000000166|20200606|20210604|BBB-|20210604|20220614|BBB0|20220614|20230613|BBB+|20230613|20240626|A-|20240626|20260101|BBB+|||||||
1000000167|20200310|20210312|B+|20220420|20220423|BB-|20220423|20230513|BB0|20240424|20240427|BB+|20250413|20250503|B-|20250503|20260419|B0|20260419|20280101|BB-|
1000000168|20200325|20210402|BB+|20210402|20220319|BBB0|20220319|20230318|BB+|20230318|20240330|BBB-|20240330|20250327|BB+|20250327|20260325|BBB0|20260325|20280101|BB+|
1000000169|20200325|20210330|BBB0|20210330|20220322|BB-|20220322|20230328|BB0|20230328|20240322|BBB-|20240322|20250322|BB0|20250322|20260318|BB+|20260318|20280101|BB+|
1000000170|20200321|20210410|BB-|20210410|20220402|BB-|20220402|20230326|BB0|20230326|20240426|BBB0|20240426|20250329|BBB0|20250329|20260331|BBB-|20260331|20280101|B+|
1000000171|20200418|20210430|BB+|20210430|20220406|BBB-|20230406|20230407|B0|20230407|20240411|BB0|20240411|20250408|BBB-|20250408|20260415|BBB0|20260415|20280101|BB0|
1000000172|20200318|20210408|BBB-|20210408|20220315|B+|20220315|20230330|BB0|20230330|20240316|BB+|20240316|20250315|BB+|20250315|20260403|BB+|20260403|20280101|BB+|
1000000173|20200522|20210330|B+|20210330|20220315|BB-|20220315|20230311|BB+|20230311|20240315|BBB0|20240315|20250318|BBB0|20250318|20260317|BBB0|20260317|20280101|BBB-|
1000000174|20200411|20210418|BBB-|20210418|20220417|BBB0|20220417|20230418|B+|20230418|20240413|BBB-|20240413|20250402|BB-|20250402|20260414|BB-|20260414|20280101|B+|
1000000175|20210327|20210409|BBB0|20210409|20220322|BBB-|20230324|20230429|BBB+|20230429|20240319|BBB0|20240319|20250322|BBB-|20250322|20260320|BBB0|20260320|20280101|BBB0|
1000000176|20200313|20210317|BBB0|20210317|20220311|BBB+|20220311|20230311|BBB+|20230311|20240308|BBB0|20240308|20250307|BBB+|20250307|20260306|BBB+|20260306|20280101|BBB+|
1000000177|20200413|20210407|B+|20210407|20220409|BBB+|20220409|20230404|B+|20230404|20240413|BBB+|20240413|20250415|A-|20250415|20260414|BBB+|20260414|20280101|A0|
1000000178|20200814|20210413|BB0|20210413|20220330|BB+|20231013|20231014|D|20231014|20240412|CCC-|20250529|20250606|B+|20250606|20260402|BB-|20260402|20280101|BBB0|
1000000179|20200318|20210406|BBB-|20210406|20220318|BBB-|20220318|20230324|BB-|20230324|20240323|BBB-|20240323|20250319|BB+|20250319|20260324|BB0|20260324|20280101|B0|
1000000180|20200624|20210313|BBB-|20210313|20220417|BBB-|20220417|20230409|BBB0|20230409|20240315|BBB0|20240315|20250414|BBB+|20250414|20260328|BBB+|20260328|20280101|BBB+|
1000000181|20200313|20210318|B+|20210318|20220326|BB+|20220326|20230404|BB0|20230404|20240404|BB-|20240404|20250320|B0|20250320|20260322|BB-|20260322|20280101|BB0|
1000000182|20200407|20210501|C+|20210501|20220423|C+|20220423|20230418|C+|20230418|20240517|C+|20250508|20250612|C+|20250612|20260507|CCC-|20260507|20280101|CCC-|
1000000183|20200415|20210424|BB-|20210424|20220418|BB-|20220418|20230422|BB-|20230422|20240417|B+|20240417|20250416|B+|20250416|20270101|B+||||
1000000184|20200410|20210430|BBB-|20210430|20220423|BBB0|20220423|20230418|BBB0|20230418|20240416|BBB0|20240416|20250408|BBB0|20250408|20260402|BBB0|20260402|20280101|BBB0|
1000000185|20200318|20210318|BBB+|20210318|20220326|BBB0|20220326|20230321|BBB0|20230321|20240319|BBB-|20240319|20250321|BB+|20250321|20260318|BBB-|20260318|20280101|BBB-|
1000000186|20200305|20210528|CCC0|20210528|20220617|BB0|20220617|20230615|BB+|20230615|20240622|BB-|20240622|20250621|B0|20250621|20270101|B+||||
1000000187|20200318|20210413|BBB-|20210413|20220331|BBB-|20220331|20230325|BBB0|20230325|20240321|BBB+|20240321|20250319|BBB0|20250319|20260320|BBB0|20260320|20280101|BB+|
1000000188|20210519|20210608|BB0|20210608|20220531|BB+|20220531|20230504|BBB0|20230504|20240515|BBB0|20240515|20250509|BBB+|20250509|20270201|BBB+||||
1000000189|20200317|20210304|BBB0|20210304|20220323|BBB0|20220323|20230317|BBB0|20230317|20240321|BBB0|20240321|20250313|BBB-|20250313|20260313|BB0|20260313|20280101|BBB-|
1000000190|20200331|20210320|BBB-|20210320|20220326|BB-|20220326|20230329|BB+|20230329|20240324|BB+|20240324|20250323|BBB-|20250323|20260325|BBB0|20260325|20280101|BBB0|
1000000191|20200318|20210327|BB0|20210327|20220319|B0|20220319|20230317|BB-|20230317|20240315|BB0|20240315|20250328|BB-|20250328|20260319|BB-|20260319|20280101|BB-|
1000000192|20200327|20210317|B+|20210317|20220312|BB-|20220312|20230317|BB0|20230317|20240308|B-|20240308|20250313|BBB-|20250313|20260313|BB0|20260313|20280101|BBB-|
1000000193|20200407|20210401|A0|20210401|20220414|A0|20220414|20230414|A+|20230414|20240415|A0|20240415|20250327|A+|20250327|20260326|A+|20260326|20280101|BBB0|
1000000194|20200414|20210423|A0|20210423|20220420|BBB+|20220420|20230421|A0|20230421|20240521|AA-|20240521|20250415|BBB0|20250415|20260413|A-|20260413|20280101|A-|
1000000195|20200613|20210406|BB-|20210406|20230101|BB0||||||||||||||||
1000000196|20200325|20210401|BB0|20210401|20220325|BB0|20220325|20230405|BBB+|20230405|20240330|BB0|20240330|20250329|BBB-|20250329|20260327|BBB+|20260327|20280101|BBB0|
1000000197|20200904|20210723|CCC+|20210723|20220921|CCC0|20220921|20231019|CCC+|20231019|20240711|CCC+|20240711|20250703|CCC+|20250703|20270401|CCC+||||
1000000198|20200402|20210410|BB-|20210410|20220402|B+|20220402|20230401|B+|20230401|20240330|B+|20240330|20250404|BB0|20250404|20260403|BB0|20260403|20280101|BB0|
1000000199|20200321|20210410|BBB0|20210410|20220322|BBB+|20220322|20230317|BBB0|20230317|20240326|BB0|20240326|20250318|BBB-|20250318|20260320|BBB0|20260320|20280101|BBB-|
1000000200|20130221|20251217|CCC+|20251217|20270701|BB0||||||||||||||||
1000000201|20200402|20210403|BBB0|20210403|20220414|BBB0|20220414|20230408|BB+|20230408|20240416|B+|20240416|20250406|B+|20250406|20260414|B+|20260414|20280101|BB-|
1000000202|20200403|20210320|B+|20210320|20220317|B+|20220317|20230314|BBB-|20230314|20240307|BBB0|20240307|20250318|BBB+|20250318|20260315|BBB+|20260315|20280101|BBB0|
1000000203|20171001|20240328|CCC+|20240328|20250318|BBB0|20250318|20260319|BBB+|20260319|20271001|A0||||||||||
1000000204|20200319|20210326|BB+|20210326|20220325|BBB-|20220325|20230331|BBB-|20230331|20240326|BBB-|20240326|20250327|BB-|20250327|20260325|BB-|20260325|20280101|BB0|
1000000206|20200418|20210430|BB+|20210430|20220421|BBB0|20220421|20230418|BB-|20230418|20240412|BB+|20240412|20250413|BBB+|20250413|20260408|BBB-|20260408|20280101|BBB0|
1000000207|20200401|20210327|B+|20210327|20220317|B0|20230328|20230914|CCC+|20240410|20240827|C+|20240827|20250329|CCC+|20250329|20260404|BB-|20260404|20280101|B0|
1000000208|20200317|20210319|BBB-|20210319|20220323|BBB0|20220323|20230322|BBB0|20230322|20240320|BBB-|20251106|20251122|BB+|||||||
1000000209|20200325|20210410|BB+|20210410|20220318|BB0|20220318|20230328|BB+|20230328|20240320|BB+|20250318|20250503|B+|20250503|20260320|BB-|20260320|20280101|BB-|
1000000210|20200326|20210408|BB0|20210408|20220326|BB0|20220326|20230323|B+|20230323|20240326|BBB-|20240326|20250405|BB+|20250405|20260327|BBB0|20260327|20280101|BBB-|
1000000211|20220101|20220329|CCC+|20220329|20230422|BBB+|20230422|20240413|BBB0|20260101|20260128|CCC+|20260128|20270101|BBB0|||||||
1000000212|20210413|20210430|BB+|20210430|20220421|BB0|20220421|20230416|B0|20230416|20240420|CCC+|20240420|20250419|B-|20250419|20260413|B0|20260413|20280101|B0|
1000000213|20200401|20210406|BB-|20210406|20220324|B0|20220324|20230318|B0|20230318|20240327|B0|20240327|20250402|CCC+|20250402|20260325|CCC+|20260325|20280101|CCC+|
1000000214|20200402|20210403|BB0|20210403|20220408|B+|20230411|20230412|B0|20230412|20240321|B+|20240321|20250319|B+|20250319|20260328|B+|20260328|20280101|B+|
1000000215|20200418|20210421|BBB0|20210421|20220412|BBB-|20220412|20230420|BBB-|20230420|20240418|BBB0|20240418|20250429|BBB0|20250429|20260418|BBB0|20260418|20280101|BBB0|
1000000216|20200402|20210323|BB0|20210323|20220409|BB-|20220409|20230401|BB-|20230401|20240315|BB0|20240315|20250319|BB0|20250319|20260317|BB+|20260317|20280101|BB0|
1000000217|20200310|20210319|BBB+|20210319|20220316|AA-|20220316|20230314|A-|20230314|20240314|A-|20240314|20250319|A-|20250319|20260315|AA0|20260315|20280101|A0|
1000000218|20200404|20210418|AA-|20210418|20220423|BBB0|20220423|20230416|BB-|20230416|20240410|BB0|20240410|20250417|BBB0|20250417|20260428|A-|20260428|20280101|AA-|
1000000219|20210127|20210930|BB-|20230101|20230505|CCC+|20230505|20240504|B-|20240504|20250409|B+|20250409|20270101|B+|||||||
1000000220|20200327|20210402|BB0|20210402|20220322|BB-|20220322|20230407|BB-|20230407|20240403|BB+|20240403|20250328|BBB-|20260321|20260326|BBB-|20260326|20280101|BB+|
1000000221|20200306|20210320|BB+|20210320|20220315|BB+|20220315|20230316|BBB0|20230316|20240313|BB+|20240313|20250404|BBB-|20250404|20260314|BB+|20260314|20280101|BBB-|
1000000222|20200314|20210312|BBB+|20210312|20220320|BBB+|20220320|20230319|BBB+|20230319|20240319|BBB+|20240319|20250315|BBB-|20250315|20260313|BBB0|20260313|20280101|BBB+|
1000000223|20200303|20210319|BBB0|20210319|20220316|BBB0|20220316|20230304|BB0|20230304|20240309|BBB0|20240309|20250311|BBB-|20250311|20260307|BB+|20260307|20280101|BBB-|
1000000224|20210319|20211216|BBB+|20211216|20220323|A-|20220323|20230407|BBB+|20230407|20240412|A-|20240412|20250322|AA0|20250322|20260324|A+|20260324|20280101|A-|
1000000225|20200813|20210424|CCC+|20210424|20220416|CCC+|20220416|20230408|BB0|20230408|20240419|BB-|20240419|20250415|BB0|20250415|20260505|B-|20260505|20280101|CCC+|
1000000226|20200416|20210423|AA-|20210423|20220412|BB-|20220412|20230413|BB-|20230413|20240413|B+|20240413|20250420|BBB+|20250420|20260510|A0|20260510|20280101|BB+|
1000000228|20200409|20210416|BBB0|20210416|20220410|BBB0|20220410|20230408|BBB0|20230408|20240405|BBB0|20240405|20250406|BBB0|20250406|20260405|BBB0|20260405|20280101|BBB+|
1000000229|20200411|20210423|BBB-|20210423|20220419|BBB-|20220419|20230416|BBB-|20230416|20240410|BBB-|20240410|20250412|BBB-|20250412|20260412|BBB-|20260412|20280101|BBB-|
1000000230|20200327|20210324|BB-|20210324|20220319|BB0|20220319|20230318|BB0|20230318|20240326|BB-|20240326|20250328|BB0|20250328|20260326|BBB-|20260326|20280101|BB-|
1000000231|20200617|20210424|C+|20210424|20220415|CCC+|20220415|20230415|CCC+|20230415|20240605|CCC-|20240605|20250529|CCC+|20250529|20270101|CCC0||||
1000000232|20200530|20210604|BBB+|20210604|20230101|A0|20230101|20240612|CCC+|20260101|20260318|CCC+||||||||||
1000000233|20200314|20210316|BB0|20210316|20220316|BB0|20220316|20230322|BB+|20230322|20240319|BB+|20240319|20250318|BBB+|20250318|20260314|BB+|20260314|20280101|BBB-|
1000000234|20200331|20210408|BB0|20210408|20220415|BB0|20220415|20230407|BB-|20230407|20240407|BB+|20250402|20250909|BB-|20250909|20260402|B+|20260402|20280101|B+|
1000000235|20200331|20210403|BB0|20210403|20220331|BB0|20220331|20230405|BBB-|20230405|20240402|BB+|20240402|20250405|B+|20250405|20260402|BB0|20260402|20280101|BB0|
1000000236|20200418|20210430|BB-|20210430|20220415|BBB0|20220415|20230420|BBB0|20230420|20240511|BBB0|20240511|20250416|BB+|20250416|20260415|BB0|20260415|20280101|BBB0|
1000000237|20200317|20210323|BBB-|20210323|20220316|BB+|20220316|20230330|BBB-|20230330|20240322|BBB0|20240322|20250318|BB-|20250318|20260314|BB-|20260314|20280101|BB-|
1000000238|20200411|20210422|BBB-|20210422|20220514|BBB-|20220514|20230401|BB+|20230401|20240404|BBB0|20240404|20250410|BBB0|20250410|20260408|BBB0|20260408|20280101|BBB0|
1000000239|20200417|20210428|CCC+|20210428|20220421|CCC+|20220421|20230426|CCC+|20230426|20240420|CCC+|20240420|20250429|CCC+|20250429|20260412|CCC+|20260412|20280101|CCC+|
1000000240|20200401|20210408|BBB+|20210408|20220406|BBB-|20220406|20230414|BBB0|20230414|20240412|BBB0|20240412|20250409|BB+|20250409|20260410|BB0|20260410|20280101|BB0|
1000000241|20200407|20210407|B+|20210407|20220405|B+|20220405|20230408|B+|20230408|20240410|BB+|20240410|20250405|BB0|20250405|20260403|BB+|20260403|20280101|B+|
1000000242|20200306|20210311|BBB0|20210311|20220308|B0|20220308|20230304|BB0|20230304|20240307|B+|20240307|20250306|BB0|20250306|20260305|BB0|20260305|20280101|BB-|
1000000243|20200321|20210330|BBB0|20210330|20220326|BBB-|20220326|20230325|BB+|20230325|20240413|BBB+|20240413|20250402|BB+|20250402|20260401|BB-|20260401|20280101|B+|
1000000244|20200320|20210407|B+|20210407|20220327|BB+|20220327|20230404|BB0|20230404|20240322|BB0|20240322|20250401|BB+|20250401|20260402|BB+|20260402|20280101|BB-|
1000000245|20210407|20210414|BBB0|20210414|20220416|BBB-|20220416|20230412|BBB+|20230412|20240413|BBB0|20240413|20250413|BBB0|20250413|20260402|BB+|20260402|20280101|B+|
1000000246|20200314|20210402|BBB0|20210402|20220323|BBB0|20220323|20230328|BBB0|20230328|20240327|BBB0|20240327|20250318|BBB0|20250318|20260331|BBB0|20260331|20280101|BBB0|
1000000247|20200314|20210318|BB+|20210318|20220224|BBB0|20220224|20230316|BBB0|20230316|20240326|BBB-|20240326|20250314|BBB-|20250314|20260315|BBB0|20260315|20280101|BBB0|
1000000248|20200317|20210330|BBB0|20210330|20220326|BBB0|20220326|20230318|BBB0|20230318|20240320|BBB+|20240320|20250321|BBB-|20250321|20260324|BBB-|20260324|20280101|BBB0|
1000000249|20200321|20210325|B+|20210325|20220329|B0|20220329|20230406|B+|20230406|20240322|BB-|20240322|20250327|B0|20250327|20260322|B+|20260322|20280101|B+|
1000000250|20200324|20210326|BB0|20210326|20220323|BB-|20220323|20230321|BB0|20230321|20240330|BBB-|20240330|20250327|BB0|20250327|20260329|BB+|20260329|20280101|BB-|
1000000251|20200413|20210423|A0|20210423|20220413|AA-|20220413|20230411|A+|20230411|20240414|BBB+|20240414|20250410|BB-|20250410|20260412|BBB-|20260412|20280101|BBB0|
1000000252|20200401|20210414|B+|20210414|20220326|BB0|20220326|20230329|BB-|20230329|20240307|B+|20240307|20250402|BB+|20250402|20260405|B0|20260405|20280101|BB-|
1000000253|20170101|20210630|CCC+|20210630|20220416|BBB-|20220416|20240101|BBB0|||||||||||||
1000000254|20200711|20210720|BBB-|20210720|20220714|BB0|20220714|20230704|BB0|20230704|20240723|BBB-|20240723|20250709|BBB0|20250709|20270401|BBB0||||
1000000255|20200411|20210417|BB+|20210417|20220410|BBB0|20220410|20230407|BB+|20230407|20240412|BB+|20240412|20250410|BBB-|20250410|20260408|BB0|20260408|20280101|BBB-|
1000000256|20200519|20210422|B+|20210422|20220615|B+|20220615|20230620|B+|20230620|20240625|B+|20240625|20250523|B+|20250523|20270101|BB-||||
1000000257|20200404|20210327|BB0|20210327|20220405|BB-|20220405|20230402|BB-|20230402|20240410|BBB-|20240410|20250411|BB+|20250411|20260412|BB0|20260412|20280101|BB+|
1000000258|20200324|20210320|A-|20210320|20220414|BB+|20220414|20230328|A-|20230328|20240321|BBB-|20240321|20250330|BBB+|20250330|20260322|A-|20260322|20280101|A-|
1000000259|20200317|20210403|A-|20210403|20220317|BBB+|20220317|20230317|BBB+|20230317|20240319|BBB0|20240319|20250321|BBB0|20250321|20260407|BBB-|20260407|20280101|BB0|
1000000260|20200413|20210410|B+|20210410|20220412|B+|20220412|20230416|BB-|20230416|20240330|BB0|20240330|20250402|BB+|20250402|20260412|B0|20260412|20280101|B+|
1000000261|20200404|20210418|BB-|20210418|20220405|B+|20220405|20230415|BB0|20230415|20240514|BB0|20250221|20250416|C+|20250416|20270101|C+||||
1000000262|20200413|20210417|BBB-|20210417|20220420|BBB0|20220420|20230408|BBB0|20230408|20240403|A-|20240403|20250404|BBB+|20250404|20260403|A-|20260403|20280101|A-|
1000000263|20200325|20210323|BBB0|20210323|20220322|BBB0|20220322|20230321|BB+|20230321|20240326|B+|20240326|20250327|BB+|20250327|20260318|BBB0|20260318|20280101|BBB0|
1000000264|20200328|20210331|BB+|20210331|20220322|B+|20220322|20230318|BB-|20230318|20240330|B+|20240330|20250401|B+|20250401|20260320|B+|20260320|20280101|B0|
1000000265|20200423|20210502|BB0|20210502|20220423|BB0|20220423|20230419|BBB0|20230419|20240417|BBB+|20240417|20250414|BBB+|20250414|20260415|BB+|20260415|20280101|BB0|
1000000266|20200403|20210414|A0|20210414|20220330|A-|20220330|20230401|BBB+|20230401|20240403|BBB0|20240403|20250401|BBB-|20250401|20260401|BBB-|20260401|20280101|BB+|
1000000267|20200319|20210323|BBB+|20210323|20220318|A-|20220318|20230315|BBB+|20230315|20240319|A-|20240319|20250325|BBB+|20250325|20260315|BBB0|20260315|20280101|BBB-|
1000000268|20200317|20210319|B0|20210319|20220312|B0|20220312|20230315|B+|20230315|20240315|B0|20240315|20250315|B+|20250315|20260314|BB-|20260314|20280101|BB+|
1000000269|20200514|20210513|BB0|20220103|20220525|B0|20240101|20240704|CCC+|20260101|20260505|CCC+|20260505|20280101|BB+|||||||
1000000270|20200311|20210310|BB-|20210310|20220316|B+|20220316|20230406|B+|20230406|20240327|BB0|20240327|20250329|BB-|20260403|20260415|CCC-|20260415|20280101|C+|
1000000271|20200403|20210422|BBB0|20210422|20220419|BBB0|20220419|20230417|BBB0|20230417|20240410|BBB0|20240410|20250408|BBB0|20250408|20260407|BBB0|20260407|20280101|BBB0|
1000000272|20200417|20210420|BBB0|20210420|20220418|BBB-|20220418|20230417|BBB+|20230417|20240329|BBB+|20240329|20250409|BBB+|20250409|20260412|A0|20260412|20280101|A-|
1000000273|20200319|20210316|BBB+|20210316|20220318|A0|20220318|20230317|BB+|20230317|20240324|A-|20240324|20250318|BB0|20250318|20260315|BBB0|20260315|20280101|BB+|
1000000274|20200418|20210421|BBB0|20210421|20220416|BBB0|20220416|20230421|BBB0|20230421|20240331|BBB0|20240331|20250401|BBB0|20250401|20260411|BBB0|20260411|20280101|BBB-|
1000000275|20210101|20210505|CCC+|20210505|20220616|CCC+|20220616|20230629|B+|20230629|20240619|B+|20240619|20250812|B+|20250812|20270101|BB+||||
1000000276|20210513|20211110|BB-|20221103|20221118|BB-|20230319|20230419|B+|20240302|20240410|CCC+|20251126|20251203|B-|20251203|20260222|B0|20260222|20270101|CCC+|
1000000277|20200415|20210408|BB-|20210408|20220405|B+|20220405|20230411|BBB0|20230411|20240323|BBB-|20240323|20250326|BB0|20250326|20260326|BB0|20260326|20280101|BB0|
1000000278|20200415|20210501|BB+|20210501|20220416|BB+|20220416|20230415|BBB-|20230415|20240405|BBB+|20240405|20250325|BB+|20250325|20260412|BBB+|20260412|20280101|BB+|
1000000279|20200418|20210430|BB+|20210430|20220423|BB+|20220423|20230418|BB0|20230418|20240416|BB+|20240416|20250423|BB+|20250423|20260424|BBB-|20260424|20280101|BBB-|
1000000280|20130705|20210918|CCC+|20210918|20230101|BBB-||||||||||||||||
1000000282|20200512|20210409|B+|20210409|20220327|B+|20220327|20230404|BB+|20230404|20240331|BB+|20240331|20250329|BBB-|20250329|20260326|BBB0|20260326|20280101|BBB0|
1000000283|20200311|20210317|BBB-|20210317|20220304|BBB0|20220304|20230325|BB0|20230325|20240322|BB0|20240322|20250408|BB+|20250408|20260411|BB0|20260411|20280101|BB-|
